Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,Signal,Angle,X,Y,X SD,Y SD,Precision (nm)
Series 1.tif: x0 y0 w128 h128,307,65,66,9685.00,0.891721,128.465,356.223,2570.29,45762.2,0.00000,66.0157,66.5097,0.890088,0.890088,17.5087
Series 1.tif: x0 y0 w128 h128,371,63,66,4506.00,0.555010,144.701,353.247,2384.25,51115.2,0.00000,63.3507,66.2870,1.97572,1.97572,37.3952
Series 1.tif: x0 y0 w128 h128,372,64,65,5623.00,0.482269,155.089,853.401,1741.00,132353,0.00000,64.1920,65.5364,2.90861,2.90861,33.9085
Series 1.tif: x0 y0 w128 h128,378,64,65,4796.00,0.582134,156.569,232.470,2634.18,36397.7,0.00000,64.1458,65.1351,1.63846,1.63846,37.2673
Series 1.tif: x0 y0 w128 h128,374,64,65,4954.00,0.770632,155.571,132.760,2838.48,20653.6,0.00000,64.9762,65.3121,1.05940,1.05940,32.0624
Series 1.tif: x0 y0 w128 h128,379,64,65,4973.00,0.654031,156.209,115.823,2953.52,18092.6,0.00000,64.8163,65.3074,1.05979,1.05979,34.5688
Series 1.tif: x0 y0 w128 h128,376,63,64,3932.00,0.528668,154.008,427.380,2250.95,65820.1,0.00000,63.3613,64.9042,2.12986,2.12986,35.5186
Series 1.tif: x0 y0 w128 h128,381,64,65,4587.00,0.683995,156.508,228.371,2491.25,35741.8,0.00000,64.3696,65.3073,1.64758,1.64758,37.8906
Series 1.tif: x0 y0 w128 h128,385,64,65,5578.00,0.730055,156.842,126.359,2662.89,19818.5,0.00000,64.3664,65.1384,1.14698,1.14698,35.7221
Series 1.tif: x0 y0 w128 h128,383,64,64,3942.00,0.615618,154.603,701.968,1567.21,108526,0.00000,64.1773,64.9328,2.76255,2.76255,35.7959
Series 1.tif: x0 y0 w128 h128,387,64,64,4382.00,0.525046,157.170,557.470,1965.67,87617.4,0.00000,64.8301,64.3520,2.45356,2.45356,35.4647
Series 1.tif: x0 y0 w128 h128,384,64,65,4692.00,0.664840,153.447,215.807,2683.71,33115.0,0.00000,64.1562,65.1666,1.49763,1.49763,35.5188
Series 1.tif: x0 y0 w128 h128,388,64,64,5611.00,0.636762,154.403,175.652,2883.41,27121.2,0.00000,64.4637,64.0759,1.26784,1.26784,33.2333
Series 1.tif: x0 y0 w128 h128,391,64,64,5713.00,0.704125,154.434,182.656,2585.77,28208.3,0.00000,64.4975,64.6690,1.32904,1.32904,34.1916
Series 1.tif: x0 y0 w128 h128,386,64,64,4215.00,0.594660,157.024,190.657,2724.92,29937.7,0.00000,64.3396,65.1448,1.46602,1.46602,36.8675
Series 1.tif: x0 y0 w128 h128,392,64,64,5055.00,0.661567,154.828,229.349,2427.89,35509.7,0.00000,64.4126,64.7850,1.64695,1.64695,37.9549
Series 1.tif: x0 y0 w128 h128,457,64,65,3645.00,0.557441,100.281,141.617,1968.78,14201.5,0.00000,64.5967,65.1357,1.11663,1.11663,39.8196
Series 1.tif: x0 y0 w128 h128,458,65,65,4690.00,0.697756,155.212,521.746,2195.17,80981.2,0.00000,65.0234,65.4867,2.09324,2.09324,31.0516
Series 1.tif: x0 y0 w128 h128,459,64,65,4361.00,0.565839,155.880,383.188,2322.12,59731.2,0.00000,64.5063,65.2660,2.07784,2.07784,36.5744
Series 1.tif: x0 y0 w128 h128,465,64,64,4498.00,0.807846,157.479,274.222,2288.31,43184.3,0.00000,64.3758,64.9375,1.64572,1.64572,34.0037
Series 1.tif: x0 y0 w128 h128,470,64,65,4379.00,0.606997,158.191,176.838,2702.46,27974.2,0.00000,64.5663,65.1010,1.34805,1.34805,34.9955
Series 1.tif: x0 y0 w128 h128,464,64,65,5522.00,0.768326,154.665,225.987,2468.65,34952.1,0.00000,64.6782,65.2472,1.39095,1.39095,31.8455
Series 1.tif: x0 y0 w128 h128,468,64,65,3623.00,0.522484,153.033,578.060,2053.85,88462.3,0.00000,64.6983,65.4066,2.57076,2.57076,37.0336
Series 1.tif: x0 y0 w128 h128,469,64,64,3607.00,0.601341,155.556,109.919,2835.98,17098.6,0.00000,64.7147,65.2120,1.11759,1.11759,37.7559
Series 1.tif: x0 y0 w128 h128,472,64,64,4641.00,0.805810,154.089,199.364,2463.84,30719.7,0.00000,64.2686,64.8101,1.31194,1.31194,32.1388
Series 1.tif: x0 y0 w128 h128,471,64,64,5005.00,0.687092,154.432,174.131,2933.36,26891.4,0.00000,64.3414,64.8798,1.28025,1.28025,33.7423
Series 1.tif: x0 y0 w128 h128,467,64,64,3941.00,0.503371,158.420,140.602,2763.50,22274.3,0.00000,64.2514,64.9219,1.34396,1.34396,39.7723
Series 1.tif: x0 y0 w128 h128,461,64,64,4308.00,0.582154,157.949,208.933,2607.82,33000.7,0.00000,64.8313,64.7696,1.47483,1.47483,35.1332
Series 1.tif: x0 y0 w128 h128,476,64,65,4785.00,0.749254,153.667,252.706,2528.85,38832.5,0.00000,64.7309,65.2721,1.54324,1.54324,33.5517
Series 1.tif: x0 y0 w128 h128,474,52,63,2220.00,0.265253,151.099,18.4532,1971.98,2788.26,0.00000,51.9645,64.1645,0.311764,0.311764,33.8573
Series 1.tif: x0 y0 w128 h128,475,64,65,4234.00,0.528977,156.432,244.174,2576.81,38196.8,0.00000,64.5560,65.1825,1.68054,1.68054,37.2835
Series 1.tif: x0 y0 w128 h128,543,65,65,3696.00,0.578932,150.956,716.123,1818.67,108103,0.00000,65.0577,65.6097,2.83594,2.83594,36.8290
Series 1.tif: x0 y0 w128 h128,544,65,64,6063.00,0.532513,155.594,267.973,2631.28,41694.9,0.00000,65.7997,64.7906,1.48076,1.48076,30.8877
Series 1.tif: x0 y0 w128 h128,545,64,65,4517.00,0.580081,154.080,345.575,2113.44,53246.1,0.00000,64.8796,65.6027,2.04210,2.04210,38.2452
Series 1.tif: x0 y0 w128 h128,550,64,65,4143.00,0.574734,152.452,237.304,2516.40,36177.5,0.00000,64.7533,65.6396,1.61992,1.61992,36.7872
Series 1.tif: x0 y0 w128 h128,549,64,65,5080.00,0.659872,156.302,122.498,2745.39,19146.8,0.00000,64.6080,65.2403,1.10345,1.10345,34.9404
Series 1.tif: x0 y0 w128 h128,552,64,65,4182.00,0.625482,154.946,344.099,2413.97,53316.9,0.00000,64.1088,65.1614,1.88522,1.88522,34.9804
Series 1.tif: x0 y0 w128 h128,547,64,65,3862.00,0.517192,154.886,168.448,2608.53,26090.3,0.00000,64.7044,64.9220,1.38252,1.38252,37.3226
Series 1.tif: x0 y0 w128 h128,554,64,65,3580.00,0.571702,152.544,55.3589,2827.61,8444.70,0.00000,64.6545,64.5665,0.614572,0.614572,30.8245
Series 1.tif: x0 y0 w128 h128,548,64,64,3777.00,0.688249,155.109,154.301,2528.64,23933.4,0.00000,64.6557,64.8729,1.35039,1.35039,38.2258
Series 1.tif: x0 y0 w128 h128,558,63,64,4196.00,0.647468,155.300,312.757,2348.26,48571.1,0.00000,63.6520,64.8280,1.81619,1.81619,35.3978
Series 1.tif: x0 y0 w128 h128,562,64,64,3948.00,0.606716,152.335,539.120,1920.22,82126.6,0.00000,64.1351,65.0047,2.40381,2.40381,35.8056
Series 1.tif: x0 y0 w128 h128,546,64,65,4419.00,0.652762,155.044,202.057,2380.39,31327.7,0.00000,64.6564,65.6981,1.55706,1.55706,38.3269
Series 1.tif: x0 y0 w128 h128,631,64,65,5217.00,0.716156,156.434,278.005,2518.13,43489.3,0.00000,64.2796,65.8554,1.49417,1.49417,30.4846
Series 1.tif: x0 y0 w128 h128,628,64,65,5747.00,0.583056,152.755,115.001,2992.43,17567.0,0.00000,64.7831,65.4290,1.02182,1.02182,33.7354
Series 1.tif: x0 y0 w128 h128,633,64,66,4308.00,0.543320,153.936,399.854,2396.91,61552.0,0.00000,64.2242,65.9392,2.20491,2.20491,38.3648
Series 1.tif: x0 y0 w128 h128,632,64,65,3718.00,0.732640,155.603,393.851,2241.16,61284.6,0.00000,64.1541,66.1026,1.75181,1.75181,29.8882
Series 1.tif: x0 y0 w128 h128,639,64,64,4573.00,0.594705,156.887,340.118,2402.71,53360.3,0.00000,64.6321,64.2850,2.02896,2.02896,38.0246
Series 1.tif: x0 y0 w128 h128,630,64,64,4236.00,0.756834,155.910,282.279,2440.30,44010.2,0.00000,64.4126,64.9706,1.63264,1.63264,33.3084
Series 1.tif: x0 y0 w128 h128,638,64,63,4551.00,0.390330,154.761,440.049,2149.52,68102.3,0.00000,64.2360,63.6112,2.30890,2.30890,38.1656
Series 1.tif: x0 y0 w128 h128,644,64,64,4253.00,0.512076,153.449,676.093,1745.42,103746,0.00000,64.0833,64.7348,2.67736,2.67736,35.4188
Series 1.tif: x0 y0 w128 h128,642,64,64,4222.00,0.580620,154.812,362.868,2183.06,56176.4,0.00000,64.0905,64.9860,1.99379,1.99379,36.1329
Series 1.tif: x0 y0 w128 h128,645,64,64,5946.00,0.758101,154.818,177.309,2611.92,27450.7,0.00000,64.4146,64.7708,1.17992,1.17992,30.6089
Series 1.tif: x0 y0 w128 h128,646,64,65,6186.00,0.814483,154.687,233.349,2939.67,36095.9,0.00000,64.3903,64.9253,1.19815,1.19815,26.7636
Series 1.tif: x0 y0 w128 h128,648,64,64,5035.00,0.762139,155.665,341.971,2507.80,53233.0,0.00000,64.1502,64.9506,1.39218,1.39218,25.3308
Series 1.tif: x0 y0 w128 h128,647,64,64,6295.00,0.853784,156.679,377.877,2356.28,59205.3,0.00000,64.0875,64.6848,1.50301,1.50301,25.9119
Series 1.tif: x0 y0 w128 h128,634,64,64,5070.00,0.603002,154.150,378.931,2158.21,58412.3,0.00000,64.2415,65.0234,2.04586,2.04586,36.3488
Series 1.tif: x0 y0 w128 h128,649,64,64,6166.00,0.732843,156.664,294.695,2497.12,46168.1,0.00000,64.4454,64.6515,1.50120,1.50120,29.6461
Series 1.tif: x0 y0 w128 h128,715,64,65,6169.00,0.754212,156.719,240.995,2887.68,37768.5,0.00000,64.4664,65.2136,1.39636,1.39636,30.6744
Series 1.tif: x0 y0 w128 h128,719,64,65,3996.00,0.649826,154.192,141.989,2509.51,21893.6,0.00000,64.5454,65.1240,1.26189,1.26189,37.3221
Series 1.tif: x0 y0 w128 h128,720,64,65,4237.00,0.609755,154.044,101.891,2733.75,15695.7,0.00000,64.8359,64.9823,1.02605,1.02605,36.1474
Series 1.tif: x0 y0 w128 h128,723,64,65,3596.00,0.665741,159.653,190.720,2383.98,30449.1,0.00000,64.5420,65.2620,1.38977,1.38977,34.5178
Series 1.tif: x0 y0 w128 h128,716,64,65,4127.00,0.667227,156.795,200.603,2663.78,31453.7,0.00000,64.2278,66.0185,1.50142,1.50142,36.7877
Series 1.tif: x0 y0 w128 h128,716,69,83,2239.00,0.317957,156.795,16.9791,1804.65,2662.24,0.00000,70.0534,83.9803,0.346665,0.346665,37.3871
Series 1.tif: x0 y0 w128 h128,718,64,65,4106.00,0.581846,154.641,117.650,2901.96,18193.4,0.00000,64.6222,64.9938,1.11427,1.11427,36.2919
Series 1.tif: x0 y0 w128 h128,729,64,65,4284.00,0.680722,156.997,341.618,2321.98,53632.8,0.00000,64.3576,65.5050,1.86747,1.86747,34.5607
Series 1.tif: x0 y0 w128 h128,726,64,64,3564.00,0.602700,155.235,804.272,1506.57,124851,0.00000,64.3148,64.8412,2.88939,2.88939,34.7893
Series 1.tif: x0 y0 w128 h128,725,64,65,5428.00,0.515101,157.693,210.570,2454.14,33205.4,0.00000,64.7816,65.0844,1.57090,1.57090,37.5269
Series 1.tif: x0 y0 w128 h128,728,64,65,4191.00,0.714515,153.932,200.933,2622.01,30930.1,0.00000,64.7930,65.6814,1.43967,1.43967,35.3780
Series 1.tif: x0 y0 w128 h128,721,64,64,5842.00,0.817695,157.016,224.397,2452.98,35233.8,0.00000,64.8381,64.9206,1.32693,1.32693,30.2061
Series 1.tif: x0 y0 w128 h128,733,64,64,4516.00,0.726909,155.483,261.278,2163.23,40624.5,0.00000,64.5039,64.9581,1.62204,1.62204,34.5863
Series 1.tif: x0 y0 w128 h128,730,64,65,4046.00,0.751164,157.841,231.074,2537.40,36473.1,0.00000,64.8282,65.8560,1.33481,1.33481,29.8365
Series 1.tif: x0 y0 w128 h128,804,64,65,5907.00,0.662163,155.107,119.413,2954.75,18521.7,0.00000,64.7101,65.0980,1.06292,1.06292,34.1886
Series 1.tif: x0 y0 w128 h128,803,65,81,1982.00,0.164754,155.137,15.1086,1869.34,2343.90,0.00000,66.1227,81.0206,0.319764,0.319764,38.0892
Series 1.tif: x0 y0 w128 h128,811,65,65,4660.00,0.630548,154.061,290.383,2337.94,44736.5,0.00000,65.0320,65.2730,1.81482,1.81482,37.0225
Series 1.tif: x0 y0 w128 h128,812,64,64,4353.00,0.772513,155.113,340.599,2240.14,52831.3,0.00000,64.5138,65.0426,1.83297,1.83297,34.0928
Series 1.tif: x0 y0 w128 h128,809,64,64,3904.00,0.572827,153.619,175.671,2513.63,26986.4,0.00000,64.1456,64.7550,1.49889,1.49889,39.9818
Series 1.tif: x0 y0 w128 h128,809,73,76,2239.00,0.214985,153.619,18.7640,1948.85,2882.50,0.00000,73.0054,76.9684,0.332960,0.332960,34.6939
Series 1.tif: x0 y0 w128 h128,814,64,65,3341.00,0.479990,156.456,413.866,2181.82,64751.7,0.00000,64.3455,65.3268,2.31768,2.31768,39.5316
Series 1.tif: x0 y0 w128 h128,813,64,65,4759.00,0.657381,157.715,105.723,2709.30,16674.2,0.00000,64.8501,65.2193,1.06759,1.06759,36.5438
Series 1.tif: x0 y0 w128 h128,815,64,64,3990.00,0.576321,157.374,239.232,2447.54,37649.0,0.00000,64.4598,64.6102,1.71906,1.71906,38.5967
Series 1.tif: x0 y0 w128 h128,806,64,65,3593.00,0.549013,154.826,378.154,2214.65,58547.9,0.00000,64.5067,65.3613,2.15967,2.15967,38.6042
Series 1.tif: x0 y0 w128 h128,806,50,73,1767.00,0.428658,154.826,15.9551,1787.00,2470.25,0.00000,50.0062,72.8141,0.327599,0.327599,37.5234
Series 1.tif: x0 y0 w128 h128,890,64,64,5086.00,0.537099,154.493,175.710,2667.29,27145.9,0.00000,64.6094,64.5402,1.45238,1.45238,38.5060
Series 1.tif: x0 y0 w128 h128,886,63,64,5279.00,0.557886,157.733,366.032,2593.34,57735.3,0.00000,63.5879,64.2165,1.83968,1.83968,32.6313
Series 1.tif: x0 y0 w128 h128,889,64,64,3722.00,0.418282,156.014,929.629,1476.65,145035,0.00000,64.4052,64.7306,2.99100,2.99100,33.2503
Series 1.tif: x0 y0 w128 h128,888,64,64,4548.00,0.573556,158.395,286.987,2434.05,45457.2,0.00000,64.3886,65.0491,1.87256,1.87256,38.1535
Series 1.tif: x0 y0 w128 h128,885,63,64,5580.00,0.589253,152.724,345.322,2704.25,52739.0,0.00000,63.9411,64.5001,1.75253,1.75253,32.4323
Series 1.tif: x0 y0 w128 h128,895,63,64,4438.00,0.525297,154.669,243.022,2776.58,37587.9,0.00000,63.3792,64.3179,1.69106,1.69106,37.8284
Series 1.tif: x0 y0 w128 h128,892,64,65,3684.00,0.592586,158.628,159.278,2607.98,25266.0,0.00000,64.6883,65.1015,1.36451,1.36451,37.6065
Series 1.tif: x0 y0 w128 h128,897,64,65,4166.00,0.537841,157.193,817.229,1391.90,128462,0.00000,64.3490,65.8310,2.93969,2.93969,34.9595
Series 1.tif: x0 y0 w128 h128,905,64,64,4976.00,0.783064,153.603,262.233,2354.19,40279.7,0.00000,64.2724,64.7632,1.55503,1.55503,33.1411
Series 1.tif: x0 y0 w128 h128,902,64,65,3649.00,0.583953,153.384,250.525,2157.89,38426.5,0.00000,64.2581,65.1384,1.77885,1.77885,39.4810
Series 1.tif: x0 y0 w128 h128,903,64,64,3401.00,0.569998,154.801,483.592,1940.46,74860.7,0.00000,64.1378,64.9112,2.32651,2.32651,36.4650
Series 1.tif: x0 y0 w128 h128,904,64,64,3497.00,0.506762,153.828,337.537,2291.89,51922.7,0.00000,64.5827,64.9669,1.98626,1.98626,37.6013
Series 1.tif: x0 y0 w128 h128,906,64,64,4913.00,0.732678,152.997,238.494,2417.35,36488.9,0.00000,64.3571,64.4944,1.54439,1.54439,34.7569
Series 1.tif: x0 y0 w128 h128,900,64,64,4572.00,0.448912,152.188,437.333,2399.17,66556.6,0.00000,64.0775,63.8184,2.29302,2.29302,38.2758
Series 1.tif: x0 y0 w128 h128,972,64,63,4231.00,0.693625,152.213,346.913,2393.10,52804.7,0.00000,64.3613,63.9060,2.04522,2.04522,38.4248
Series 1.tif: x0 y0 w128 h128,976,64,64,4273.00,0.687125,155.411,711.922,1816.09,110641,0.00000,64.6733,64.8825,2.68475,2.68475,34.3156
Series 1.tif: x0 y0 w128 h128,975,64,65,4529.00,0.507345,157.730,811.852,1800.65,128054,0.00000,64.4493,65.0580,2.85449,2.85449,33.9020
Series 1.tif: x0 y0 w128 h128,977,64,64,5885.00,0.534171,158.881,150.629,2710.17,23932.2,0.00000,64.4653,64.1574,1.32192,1.32192,37.4774
Series 1.tif: x0 y0 w128 h128,978,64,64,3898.00,0.629433,153.912,281.853,2276.65,43380.6,0.00000,64.7341,64.9138,1.76031,1.76031,36.4173
Series 1.tif: x0 y0 w128 h128,988,64,65,5185.00,0.777087,154.150,228.611,2294.64,35240.4,0.00000,64.6796,65.3945,1.54621,1.54621,35.5289
Series 1.tif: x0 y0 w128 h128,984,64,64,4566.00,0.560229,153.046,171.446,2599.50,26239.1,0.00000,64.4806,65.0746,1.44063,1.44063,38.8595
Series 1.tif: x0 y0 w128 h128,989,64,65,5337.00,0.690423,155.329,95.3246,2711.07,14806.7,0.00000,64.6579,65.3247,0.957653,0.957653,34.8009
