Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,Signal,Angle,X,Y,X SD,Y SD,Precision (nm)
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4104,64,64,5947.00,0.644189,170.505,255.945,3628.90,43640.0,0.00000,64.5870,64.9595,1.60990,1.60990,33.3506
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4106,64,64,7704.00,0.681829,181.318,395.924,3280.56,71787.9,0.00000,64.7099,64.6241,1.76326,1.76326,28.0409
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4107,64,64,6147.00,0.649876,184.544,583.188,3003.26,107624,0.00000,64.6705,64.6273,2.05787,2.05787,26.5305
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4108,64,64,7023.00,0.817647,181.630,739.981,2780.34,134403,0.00000,64.6522,64.4657,2.12379,2.12379,24.2444
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4110,64,64,6369.00,0.664782,181.412,617.634,2744.53,112046,0.00000,64.5816,64.5714,2.13642,2.13642,26.9739
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4110,53,46,2307.00,0.261226,181.412,15.6707,2098.40,2842.85,0.00000,53.0904,45.9039,0.334866,0.334866,35.9922
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4111,64,64,6715.00,0.662739,182.970,311.215,3657.76,56942.8,0.00000,64.5649,64.5308,1.73970,1.73970,31.5375
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4113,64,64,5906.00,0.698051,183.656,749.949,2642.04,137733,0.00000,64.1557,64.5336,2.37089,2.37089,26.9889
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4114,64,64,5534.00,0.632577,180.163,1001.97,2133.87,180517,0.00000,64.6990,64.5650,2.70332,2.70332,26.7596
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4115,64,64,8071.00,0.721310,185.865,520.648,3112.10,96770.5,0.00000,64.4859,64.5958,1.92220,1.92220,26.1520
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4116,64,64,5754.00,0.626403,180.967,965.928,2204.06,174801,0.00000,64.6632,64.2885,2.54064,2.54064,25.4658
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4117,64,64,5933.00,0.671902,181.735,597.533,2885.59,108592,0.00000,64.6062,64.5648,2.23506,2.23506,28.8539
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4118,64,64,7631.00,0.791884,180.899,503.313,3216.91,91048.8,0.00000,64.5090,64.5852,1.88711,1.88711,26.4374
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4119,64,64,6518.00,0.663689,180.763,577.068,2836.75,104313,0.00000,64.5754,64.6803,2.19825,2.19825,28.9572
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4120,64,64,6306.00,0.612796,183.477,596.663,2724.03,109474,0.00000,64.6869,64.6702,2.24842,2.24842,28.9481
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4121,64,64,5499.00,0.621459,179.500,1049.97,2159.48,188470,0.00000,64.6075,64.5971,2.75525,2.75525,26.6676
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4122,64,64,6924.00,0.611193,182.658,776.598,2401.52,141851,0.00000,64.4746,64.6655,2.31366,2.31366,25.8351
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4123,64,64,5383.00,0.646364,183.737,328.589,3449.68,60373.8,0.00000,64.5192,64.7540,1.76157,1.76157,30.9455
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4124,64,64,5906.00,0.673579,179.411,1001.85,2188.28,179743,0.00000,64.4173,64.7627,2.70862,2.70862,26.8689
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4192,64,64,4975.00,0.636264,178.698,1097.04,2085.95,196038,0.00000,64.4657,64.7212,2.71556,2.71556,25.6711
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4194,64,64,7763.00,0.535446,179.921,493.520,3124.41,88794.5,0.00000,64.5099,64.6806,2.17592,2.17592,31.3450
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4195,64,64,4910.00,0.514932,183.965,1017.72,2160.26,187225,0.00000,64.5130,64.6441,2.74756,2.74756,26.7570
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4196,64,64,5480.00,0.620400,177.119,876.198,2366.36,155191,0.00000,64.6080,64.7145,2.56781,2.56781,27.4541
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4197,64,64,6161.00,0.662618,183.863,830.076,2575.05,152620,0.00000,64.4779,64.6717,2.53887,2.53887,27.4853
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4198,64,64,6356.00,0.638230,183.900,307.045,3705.71,56465.5,0.00000,64.6253,64.6968,1.59662,1.59662,28.8457
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4199,64,64,6276.00,0.717972,182.804,1086.31,2063.82,198582,0.00000,64.4306,64.3382,2.56579,2.56579,24.0219
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4200,64,64,7490.00,0.732733,181.241,317.910,3589.30,57618.3,0.00000,64.5572,64.9063,1.58376,1.58376,28.2188
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4201,64,64,6158.00,0.718659,184.714,722.584,2722.47,133471,0.00000,64.3397,64.2795,2.23393,2.23393,25.7499
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4202,64,64,6792.00,0.716249,182.731,270.355,3954.75,49402.2,0.00000,64.8915,64.8759,1.36750,1.36750,26.2872
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4203,64,64,7403.00,0.616412,184.332,982.513,2266.23,181108,0.00000,64.7388,64.6328,2.50867,2.50867,24.6782
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4204,64,64,6597.00,0.689924,181.545,393.000,3427.66,71347.1,0.00000,64.8648,64.6750,1.79328,1.79328,28.6664
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4205,64,64,6556.00,0.676534,184.094,984.269,2199.34,181198,0.00000,64.6224,64.7746,2.52142,2.52142,24.8044
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4207,64,64,6111.00,0.584374,185.133,674.785,2650.74,124925,0.00000,64.5462,64.3241,2.30382,2.30382,27.6418
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4208,65,65,8112.00,0.752551,181.207,371.164,3375.38,67257.5,0.00000,65.0496,65.2995,1.60355,1.60355,26.2377
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4209,64,64,6363.00,0.688169,185.212,246.545,3977.37,45662.9,0.00000,65.0188,64.8669,1.31237,1.31237,26.3273
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4210,64,64,5436.00,0.670104,182.899,750.707,2491.87,137304,0.00000,64.6035,64.5521,2.30184,2.30184,26.1627
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4212,64,64,5963.00,0.719417,180.231,687.331,2855.01,123879,0.00000,64.8840,64.5977,2.32874,2.32874,28.0136
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4213,64,64,5369.00,0.630763,171.968,428.957,2940.00,73766.9,0.00000,64.5880,64.2276,2.00061,2.00061,31.5188
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4279,64,64,5629.00,0.690032,152.644,287.096,2709.13,43823.6,0.00000,64.7813,64.7006,1.65791,1.65791,33.8631
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4280,64,64,6214.00,0.717535,179.174,636.501,2834.82,114044,0.00000,64.5788,64.9248,2.21725,2.21725,27.7786
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4281,64,64,5700.00,0.699222,180.947,374.409,3325.24,67748.3,0.00000,64.5980,64.7645,1.81614,1.81614,29.9170
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4282,64,64,7074.00,0.768755,182.072,416.697,3248.18,75868.9,0.00000,64.4886,64.6832,1.81837,1.81837,28.1289
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4282,54,62,2781.00,0.260659,182.072,18.4127,2448.02,3352.44,0.00000,53.8383,61.9861,0.343192,0.343192,33.2633
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4284,64,64,6100.00,0.710531,179.690,822.994,2430.44,147884,0.00000,64.4821,64.5083,2.32457,2.32457,25.3347
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4285,64,64,6169.00,0.602586,183.069,443.047,3120.74,81108.3,0.00000,64.4409,64.6478,2.02920,2.02920,30.5996
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4287,64,64,6805.00,0.756772,183.612,436.554,3213.21,80156.6,0.00000,64.6438,64.8398,1.85523,1.85523,27.9092
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4288,64,64,6101.00,0.641538,183.010,572.393,2905.54,104754,0.00000,64.4705,64.7712,2.26494,2.26494,29.9116
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4289,64,64,6734.00,0.684698,184.759,528.031,2891.76,97558.5,0.00000,64.5167,64.4030,1.97246,1.97246,26.7583
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4290,64,64,6465.00,0.770176,179.464,569.939,2895.03,102284,0.00000,64.8613,64.6284,1.99655,1.99655,26.3264
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4291,64,64,6582.00,0.672278,186.103,1171.21,1687.56,217966,0.00000,64.8227,64.4426,2.63988,2.63988,23.5815
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4292,64,64,6764.00,0.628160,182.782,729.657,2918.21,133368,0.00000,64.7897,64.8928,2.29827,2.29827,26.5415
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4293,64,64,5798.00,0.584174,183.973,764.886,2715.73,140718,0.00000,64.3704,64.3637,2.53322,2.53322,28.6981
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4294,64,64,6081.00,0.669706,178.502,280.704,3735.77,50106.2,0.00000,64.3915,64.4289,1.59484,1.59484,30.7045
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4295,64,64,6649.00,0.711683,183.047,675.682,2604.20,123681,0.00000,64.4690,64.7660,2.22148,2.22148,26.6719
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4296,64,64,6491.00,0.665445,183.455,373.264,3395.20,68477.3,0.00000,64.8618,64.6773,1.78301,1.78301,29.1915
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4297,64,64,8041.00,0.756821,184.517,473.177,3221.63,87309.3,0.00000,64.8403,64.7368,1.70991,1.70991,24.3835
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4298,64,64,7352.00,0.702982,182.040,321.606,3557.17,58545.2,0.00000,64.7377,64.8384,1.52054,1.52054,26.7794
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4299,64,64,5214.00,0.547267,184.412,271.955,3629.12,50151.9,0.00000,64.3076,64.5240,1.63542,1.63542,31.6988
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4300,64,64,5595.00,0.728006,182.104,800.594,2548.26,145792,0.00000,64.8644,64.5338,2.31891,2.31891,25.5017
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4301,64,64,6060.00,0.700654,180.636,511.488,3181.94,92393.1,0.00000,64.5547,64.7209,2.01864,2.01864,28.2168
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4369,64,64,6093.00,0.639370,182.042,475.791,3410.08,86614.0,0.00000,64.7619,64.8206,1.93057,1.93057,27.8855
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4370,64,65,6707.00,0.757590,181.025,1006.18,2250.51,182144,0.00000,64.8210,64.9053,2.49158,2.49158,24.3764
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4371,64,65,6876.00,0.860191,181.138,843.213,2379.45,152738,0.00000,64.7777,65.1982,2.30733,2.30733,24.7091
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4372,64,64,5501.00,0.552674,183.179,1296.42,1805.39,237477,0.00000,64.8008,64.6045,2.95228,2.95228,25.3656
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4373,64,64,6864.00,0.595099,182.514,964.018,2415.81,175947,0.00000,64.5853,64.8030,2.72753,2.72753,27.4525
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4374,64,64,5863.00,0.590645,182.762,415.927,3281.78,76015.5,0.00000,64.6960,64.6274,1.88563,1.88563,29.2559
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4376,64,64,6655.00,0.621208,181.346,726.294,2808.60,131710,0.00000,64.8593,64.7564,2.35800,2.35800,27.4650
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4377,64,64,5503.00,0.659628,184.614,1031.52,2077.58,190433,0.00000,64.6782,64.5907,2.53025,2.53025,24.2345
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4378,64,64,6113.00,0.659372,181.974,1620.63,1430.39,294912,0.00000,64.6447,64.5649,2.94903,2.94903,22.4919
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4380,64,64,6754.00,0.715824,180.285,550.620,3138.15,99268.8,0.00000,64.9110,64.7203,2.01230,2.01230,27.0099
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4381,64,64,8375.00,0.648221,181.842,301.953,3571.05,54907.8,0.00000,64.6902,64.5580,1.61612,1.61612,29.6537
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4382,64,65,6705.00,0.748126,176.533,917.401,2473.13,161951,0.00000,64.9249,65.1581,2.41878,2.41878,25.1167
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4383,64,64,5911.00,0.551850,181.076,427.118,3293.05,77340.8,0.00000,64.6264,64.6089,2.12469,2.12469,33.0607
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4384,64,65,7059.00,0.688709,180.155,1560.32,1278.40,281100,0.00000,64.7096,64.8125,2.96270,2.96270,23.1802
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4385,64,64,5941.00,0.459377,182.273,340.539,3502.55,62071.1,0.00000,64.3530,64.5457,1.91415,1.91415,33.3910
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4386,64,64,7146.00,0.671840,182.195,1083.33,2155.05,197377,0.00000,64.8676,64.2433,2.64386,2.64386,24.8899
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4387,64,64,6844.00,0.688605,181.892,776.400,2698.85,141221,0.00000,64.8219,64.7296,2.33134,2.33134,26.1028
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4388,64,64,4217.00,0.585796,183.271,739.781,2570.51,135580,0.00000,64.8213,64.5827,2.37004,2.37004,27.2098
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4389,64,64,5062.00,0.523657,165.711,311.642,2968.46,51642.6,0.00000,64.7370,64.3803,1.83756,1.83756,34.9465
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4456,64,64,6493.00,0.688628,169.955,298.890,3247.53,50797.7,0.00000,64.5385,64.6191,1.57755,1.57755,29.9211
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4457,64,64,6880.00,0.566368,184.726,833.481,2774.77,153966,0.00000,64.7866,64.5328,2.57033,2.57033,27.7411
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4458,64,64,5236.00,0.613167,184.442,1228.68,1861.99,226621,0.00000,64.8208,64.6821,2.76883,2.76883,24.2871
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4459,64,65,6044.00,0.665795,181.741,379.238,3296.17,68922.9,0.00000,64.7248,65.0402,1.82669,1.82669,29.8347
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4460,65,65,7099.00,0.739185,182.046,558.153,3077.90,101610,0.00000,65.0913,65.0121,2.02393,2.02393,26.8592
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4461,64,64,6563.00,0.685091,182.428,659.644,2959.00,120338,0.00000,64.6779,64.7497,2.28628,2.28628,27.9407
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4461,47,58,3033.00,0.444216,182.428,16.5682,2090.07,3022.51,0.00000,47.8290,57.9906,0.354763,0.354763,36.1667
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4462,64,64,5554.00,0.534062,182.217,1029.52,2155.92,187596,0.00000,64.7165,64.5465,2.65126,2.65126,25.6752
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4463,64,64,6377.00,0.679792,181.017,1455.72,1523.48,263510,0.00000,64.7038,64.5253,2.87510,2.87510,23.2553
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4464,64,65,6576.00,0.732833,181.452,432.397,3349.97,78459.3,0.00000,64.8483,65.2294,1.81847,1.81847,27.5959
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4465,64,64,7913.00,0.772969,180.725,311.152,3723.77,56233.0,0.00000,64.7266,64.7614,1.53708,1.53708,27.6853
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4466,64,64,6449.00,0.796425,181.651,894.685,2469.95,162521,0.00000,64.6364,64.9283,2.32327,2.32327,24.0675
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4468,64,64,6130.00,0.750211,180.983,511.330,3074.76,92541.9,0.00000,64.9577,64.4385,2.08956,2.08956,29.2918
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4470,64,65,6851.00,0.617387,187.182,470.055,3290.04,87985.7,0.00000,64.5726,65.1627,1.86061,1.86061,26.6364
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4471,64,64,7703.00,0.699155,182.023,305.400,3668.20,55589.9,0.00000,64.6359,64.7795,1.58857,1.58857,28.9032
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4472,64,64,6819.00,0.640990,181.370,391.377,3467.68,70984.2,0.00000,64.7922,64.4800,1.97162,1.97162,31.9318
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4473,64,64,6271.00,0.704361,180.950,1298.86,2031.53,235029,0.00000,64.6746,64.2939,2.95862,2.95862,25.5387
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4474,64,64,7014.00,0.613188,180.290,541.054,3075.08,97546.6,0.00000,64.6949,64.8013,2.13803,2.13803,29.1516
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4476,64,64,7312.00,0.838311,177.298,365.271,3503.65,64762.0,0.00000,64.5467,64.5808,1.58133,1.58133,26.3337
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4477,64,64,8326.00,0.523674,183.249,245.417,3958.80,44972.3,0.00000,64.4021,64.6828,1.52394,1.52394,31.1724
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4544,64,64,5358.00,0.695202,179.976,1117.36,2458.24,201098,0.00000,65.0522,64.7550,2.68193,2.68193,24.9909
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4545,64,64,7156.00,0.832677,185.341,552.675,3141.25,102434,0.00000,64.7974,64.8990,1.82282,1.82282,23.9275
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4547,65,64,6702.00,0.628922,185.281,579.839,3205.50,107433,0.00000,65.3015,64.2338,1.99425,1.99425,25.6758
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4548,64,64,6008.00,0.710294,179.738,555.536,3111.80,99850.8,0.00000,64.6475,64.4624,2.07765,2.07765,27.8689
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4549,64,64,6673.00,0.682299,183.714,410.939,3375.55,75495.2,0.00000,64.5029,64.6868,1.82570,1.82570,28.3627
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4550,64,64,6871.00,0.739463,185.062,228.053,3961.14,42204.0,0.00000,65.1102,64.9566,1.27040,1.27040,26.5730
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4551,64,64,5611.00,0.598021,183.733,1000.94,2249.55,183906,0.00000,64.7067,64.4934,2.80940,2.80940,27.6943
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4552,64,64,7247.00,0.741609,184.059,315.099,3615.74,57996.8,0.00000,64.3663,64.7684,1.49004,1.49004,26.3738
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4552,47,71,3255.00,0.231598,184.059,12.8192,2160.69,2359.49,0.00000,47.3242,71.8938,0.215468,0.215468,31.6908
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4553,64,64,5464.00,0.659491,178.069,1132.18,2198.11,201607,0.00000,64.9427,64.8921,2.72033,2.72033,25.3180
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4554,64,64,6927.00,0.655934,182.157,400.009,3464.15,72864.6,0.00000,64.6055,64.7983,1.98336,1.98336,31.6873
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4555,64,64,5890.00,0.769854,182.401,493.259,3135.93,89971.0,0.00000,64.4598,64.9284,1.96841,1.96841,27.8914
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4556,64,64,6087.00,0.779104,181.953,461.945,3241.78,84052.4,0.00000,64.7544,64.8040,1.94663,1.94663,28.6163
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4557,64,65,5371.00,0.627354,183.622,540.485,2880.14,99245.0,0.00000,64.6676,64.9667,2.07168,2.07168,27.9469
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4558,64,64,7290.00,0.675697,183.344,544.641,3126.33,99856.8,0.00000,64.6047,64.8059,2.00256,2.00256,26.8301
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4559,64,65,6159.00,0.666727,180.832,739.969,2704.07,133810,0.00000,64.5196,64.8161,2.43433,2.43433,28.1865
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4560,64,64,5571.00,0.705740,183.445,781.503,2749.76,143363,0.00000,65.0744,64.5294,2.41413,2.41413,26.9188
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4561,64,64,6669.00,0.741534,182.319,1023.47,2218.12,186598,0.00000,64.7398,64.4573,2.63256,2.63256,25.5543
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4562,64,64,5941.00,0.663199,178.805,556.481,2993.80,99501.7,0.00000,64.6229,64.6075,2.13307,2.13307,28.7252
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4563,64,64,6929.00,0.708840,184.531,537.174,2982.01,99124.9,0.00000,64.5489,64.4679,2.00141,2.00141,26.9432
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4564,64,64,5632.00,0.621246,185.070,552.445,2982.03,102241,0.00000,64.3334,64.5413,2.13981,2.13981,28.5104
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4565,64,64,6649.00,0.635645,185.197,399.162,3232.64,73923.5,0.00000,64.6066,64.6352,1.86827,1.86827,29.4704
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4566,64,64,5733.00,0.653622,156.797,380.729,2778.73,59697.0,0.00000,64.4716,64.5934,1.95105,1.95105,34.1370
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4633,64,64,6087.00,0.739085,180.432,711.889,2795.73,128447,0.00000,64.4947,64.6495,2.16568,2.16568,25.3678
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4634,64,64,7896.00,0.705813,181.993,995.892,2216.43,181246,0.00000,64.6608,64.6295,2.44971,2.44971,24.0113
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4635,64,64,6690.00,0.651889,185.675,1069.25,2063.40,198534,0.00000,64.6784,64.5836,2.52429,2.52429,23.6402
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4636,64,64,7225.00,0.695590,180.822,466.789,3502.70,84405.7,0.00000,64.7485,64.7195,1.83248,1.83248,26.7072
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4637,64,64,5803.00,0.631996,186.010,175.494,3951.93,32643.6,0.00000,64.7112,64.2192,1.36057,1.36057,33.1403
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4638,64,64,6699.00,0.656445,183.806,1604.17,1288.46,294857,0.00000,64.7296,64.8386,2.98774,2.98774,22.8315
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4639,64,64,6304.00,0.648007,186.632,595.237,2902.52,111090,0.00000,64.9693,64.6372,2.13142,2.13142,27.1225
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4640,64,64,7212.00,0.677075,185.504,277.610,3671.31,51497.7,0.00000,64.7167,64.9023,1.49661,1.49661,28.3469
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4641,65,64,5636.00,0.603997,185.648,469.820,3341.64,87221.1,0.00000,64.9568,64.6046,2.03043,2.03043,29.4378
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4642,64,64,5514.00,0.695595,184.786,512.044,3082.21,94618.6,0.00000,64.5595,64.8009,1.98585,1.98585,27.4220
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4643,64,64,8029.00,0.667574,186.617,396.964,3392.96,74080.1,0.00000,64.5487,64.5688,1.86084,1.86084,29.3356
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4644,65,65,6588.00,0.686031,185.081,789.733,2648.86,146164,0.00000,64.9491,64.9484,2.51794,2.51794,27.9245
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4645,64,64,6475.00,0.701597,182.243,494.684,3060.32,90152.6,0.00000,64.8824,64.7478,1.88302,1.88302,26.5419
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4646,64,64,6380.00,0.740955,182.385,691.461,2731.12,126112,0.00000,64.4827,64.6457,2.11426,2.11426,24.9953
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4647,64,64,6853.00,0.804080,180.949,616.858,2782.02,111620,0.00000,64.5857,64.7898,2.07322,2.07322,26.1539
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4648,64,65,7074.00,0.653775,183.522,802.001,2366.89,147185,0.00000,64.6273,65.0245,2.26066,2.26066,24.6976
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4649,64,65,5954.00,0.756622,183.731,465.432,3190.06,85514.5,0.00000,64.8487,65.0421,1.89046,1.89046,27.4779
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4650,64,64,6814.00,0.647298,180.559,941.464,2417.11,169989,0.00000,64.8166,64.7983,2.62175,2.62175,26.7591
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4651,64,64,5981.00,0.736423,181.176,747.007,2612.08,135340,0.00000,64.7873,64.3725,2.26114,2.26114,25.8383
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4652,64,64,6299.00,0.720736,180.401,489.664,3068.44,88335.8,0.00000,64.6044,64.7177,1.90639,1.90639,27.1753
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4653,64,64,5754.00,0.635128,174.456,462.789,3069.39,80736.1,0.00000,64.9298,64.8321,1.95635,1.95635,29.2795
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4720,64,64,4471.00,0.581613,134.516,128.433,2800.01,17276.3,0.00000,64.9669,64.2693,1.13480,1.13480,37.4202
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4721,64,64,5453.00,0.755333,178.365,289.740,3741.25,51679.4,0.00000,65.0249,64.9403,1.47221,1.47221,27.6628
Stream-2020-11-12.15.46.11-0: x0 y0 w128 h128,4722,64,64,7314.00,0.759179,184.955,345.495,3676.27,63900.8,0.00000,64.8140,65.0562,1.55929,1.55929,26.2530
