Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,+/-,Signal,+/-,Angle,+/-,X,+/-,Y,+/-,X SD,+/-,Y SD,+/-,Precision (nm)
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,111,45,49,27900,0.697059,19.661,661.785,166.257,0.0295514,13011.3,2.6343,0,0,-81.82090992,0.00781791,31.69561212,0.00777899,358.498,0.0266821,358.498,0.0266821,8.60055
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,112,45,49,22970,0.689102,20.2106,533.551,179.628,0.0230499,10783.4,1.87665,0,0,-85.55090992,0.00801868,53.96561212,0.00803193,335.689,0.0225141,335.689,0.0225141,9.12825
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,113,45,49,27824,0.756859,19.7619,477.564,184.729,0.0201366,9437.58,1.53843,0,0,-71.61090992,0.00817272,57.30561212,0.00822837,320.746,0.0207621,320.746,0.0207621,9.32904
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,114,45,49,23163,0.659317,19.9112,746.833,136.681,0.0403036,14870.3,4.20963,0,0,-86.28090992,0.00904585,61.10561212,0.00910706,397.964,0.0391184,397.964,0.0391184,9.15014
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,116,45,49,18805,0.617332,20.1444,795.007,135.118,0.0504517,16014.9,5.58966,0,0,-51.87090992,0.00930053,32.40561212,0.00933233,415.005,0.0487858,415.005,0.0487858,9.27012
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,118,45,49,23491,0.627714,20.5508,601.342,183.584,0.0357988,12358,3.42371,0,0,-35.85090992,0.00928169,28.94561212,0.00928957,376.598,0.0371102,376.598,0.0371102,9.8835
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,119,45,49,26738,0.676795,20.0677,374.98,218.476,0.0156222,7524.97,1.05191,0,0,-62.57090992,0.00824856,32.76561212,0.00825429,292.104,0.0172623,292.104,0.0172623,9.73291
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,120,45,49,23487,0.720389,19.8649,855.36,112.979,0.0439674,16991.6,4.58659,0,0,-55.22090992,0.00787309,29.05561212,0.0078878,399.07,0.0370491,399.07,0.0370491,8.28989
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,123,45,49,25208,0.580992,20.3781,899.631,130.494,0.0569492,18332.8,6.8653,0,0,-81.38090992,0.00950748,57.63561212,0.00958582,436.912,0.0539917,436.912,0.0539917,9.09024
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,124,45,49,28417,0.784719,20.4985,295.298,239.604,0.00961458,6053.17,0.526634,0,0,-20.17090992,0.00709011,35.29561212,0.00708752,245.825,0.0102973,245.825,0.0102973,8.98981
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,125,45,49,20815,0.650655,20.5585,1040.07,90.8506,0.0627854,21382.2,7.78712,0,0,-80.38090992,0.00860486,42.06561212,0.00859105,445.332,0.0528928,445.332,0.0528928,8.35464
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,126,45,49,24584,0.61965,20.3444,636.211,180.174,0.0335529,12943.3,3.21342,0,0,-79.71090992,0.00888205,58.69561212,0.00895114,375.846,0.0334467,375.846,0.0334467,9.44789
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,130,45,49,27672,0.647,19.744,774.205,149.768,0.0383116,15285.9,4.01734,0,0,-101.0409099,0.00889177,72.28561212,0.00893943,397.929,0.0365257,397.929,0.0365257,8.91689
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,131,45,49,24327,0.703776,20.1977,959.705,108.647,0.0511681,19383.8,5.81699,0,0,-91.32090992,0.00815303,27.20561212,0.00803695,421.271,0.0424017,421.271,0.0424017,8.20535
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,135,45,49,29279,0.819798,19.9167,586.018,170.52,0.0214647,11671.5,1.69414,0,0,-70.24090992,0.00698375,63.48561212,0.00705682,328.263,0.0186436,328.263,0.0186436,8.24609
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,136,45,49,25177,0.715581,20.2212,401.927,221.346,0.0168595,8127.43,1.19767,0,0,-45.51090992,0.00833149,67.33561212,0.00842795,303.573,0.018496,303.573,0.018496,9.76112
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,137,45,49,27186,0.615052,20.1996,524.904,192.996,0.0269056,10602.9,2.28814,0,0,-63.43090992,0.00879502,37.06561212,0.00881479,347.173,0.0280699,347.173,0.0280699,9.73376
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,139,45,49,29861,0.736066,20.3783,323.6,242.818,0.0111952,6594.43,0.662521,0,0,-58.45090992,0.00745733,63.37561212,0.00749423,262.42,0.0121293,262.42,0.0121293,9.24867
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,141,45,49,27104,0.747851,19.608,529.978,179.177,0.0236797,10391.8,1.9172,0,0,-62.34090992,0.00822279,46.54561212,0.0082659,335.046,0.0237452,335.046,0.0237452,9.21268
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,142,45,49,23518,0.67194,20.4615,448.296,210.895,0.0213414,9172.83,1.64344,0,0,-52.14090992,0.00854022,40.06561212,0.00857195,323.307,0.0227693,323.307,0.0227693,9.84471
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,143,45,49,24117,0.635841,20.1595,1702.86,-0.635041,0.108579,34328.7,17.3408,0,0,-78.32090992,0.00854259,56.42561212,0.00863852,519.568,0.0802869,519.568,0.0802869,7.2969
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,144,45,49,20730,0.697421,20.1384,199.368,260.667,0.00673767,4014.94,0.31256,0,0,6.489090081,0.00780619,2.545612117,0.00779858,210.661,0.00878524,210.661,0.00878524,9.7274
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,145,45,49,26934,0.686552,20.0112,402.393,221.961,0.0138515,8052.37,0.923837,0,0,28.60909008,0.00761558,8.185612117,0.00748249,288.111,0.0142979,288.111,0.0142979,9.03033
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,147,45,49,20575,0.676158,19.469,605.073,177.051,0.0308675,11780.2,3.00553,0,0,-124.7709099,0.0102188,64.36561212,0.0100243,377.791,0.0348865,377.791,0.0348865,9.9996
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,149,45,49,26862,0.729026,20.0949,570.972,183.568,0.0241123,11473.6,1.96463,0,0,-40.94090992,0.00752664,46.64561212,0.00757327,336.627,0.0220641,336.627,0.0220641,8.71297
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,153,45,49,19345,0.625506,19.7817,992.492,88.8418,0.0512373,19633.2,5.9489,0,0,-45.95090992,0.00819944,74.89561212,0.0084686,426.266,0.0432235,426.266,0.0432235,8.18385
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,154,45,49,20957,0.64356,19.6263,797.456,143.937,0.0497078,15651.1,5.47407,0,0,-49.08090992,0.00941233,33.45561212,0.00944895,413.374,0.0487999,413.374,0.0487999,9.24739
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,164,45,49,25856,0.725451,20.0116,753.29,131.922,0.0410168,15074.5,4.16114,0,0,-56.51090992,0.00844242,33.00561212,0.0084662,391.728,0.0375942,391.728,0.0375942,8.86436
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,165,45,49,27699,0.648583,19.9268,773.852,128.461,0.0384398,15420.4,3.82516,0,0,-76.80090992,0.00800776,33.05561212,0.00798308,386.426,0.0336477,386.426,0.0336477,8.51645
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,168,45,49,26633,0.708888,19.7658,357.416,229.739,0.0141885,7064.62,0.918753,0,0,-28.66090992,0.00820324,34.45561212,0.00820556,283.116,0.0159412,283.116,0.0159412,9.66713
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,169,45,50,22655,0.644427,20.5874,539.586,186.716,0.0246846,11108.7,2.23641,0,0,-86.69090992,0.00920925,72.16561212,0.00962547,358.359,0.0271863,358.359,0.0271863,9.96288
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,170,45,49,19808,0.661577,19.8642,667.939,151.793,0.0379414,13268,3.73905,0,0,-66.53090992,0.00912078,35.74561212,0.00913476,384.075,0.0380952,384.075,0.0380952,9.45418
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,171,45,49,22085,0.741885,19.9317,576.816,161.635,0.0267043,11496.9,2.28335,0,0,-27.25090992,0.00818263,47.55561212,0.0082212,348.163,0.0259132,348.163,0.0259132,9.11283
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,172,45,49,23582,0.648989,20.2517,1038.75,86.8889,0.0676872,21036.4,8.54721,0,0,-34.16090992,0.00898659,34.66561212,0.00901287,450.871,0.0592519,450.871,0.0592519,8.55061
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,173,45,49,24816,0.709262,19.58,423.823,213.382,0.0178381,8298.44,1.27239,0,0,-56.07090992,0.00826458,38.65561212,0.00828572,305.349,0.0191659,305.349,0.0191659,9.51712
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,176,45,49,21140,0.699154,19.8222,479.82,187.63,0.0226616,9511.09,1.78672,0,0,-61.66090992,0.00859296,32.38561212,0.00860257,328.991,0.0239901,328.991,0.0239901,9.65416
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,178,45,49,25874,0.752226,20.2687,241.744,255.576,0.00869671,4899.83,0.457856,0,0,-7.650909919,0.00813247,-16.73438788,0.00812602,237.048,0.0109682,237.048,0.0109682,9.97351
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,179,45,49,24639,0.646948,20.3359,331.333,246.35,0.0133238,6737.97,0.84486,0,0,-8.900909919,0.00830054,21.92561212,0.00826728,278.129,0.0153288,278.129,0.0153288,9.92224
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,182,45,49,22946,0.71166,20.137,571.683,179.983,0.0276046,11512,2.36284,0,0,-30.49090992,0.00820536,22.27561212,0.00819388,348.927,0.0267152,348.927,0.0267152,9.18499
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,183,45,49,22034,0.68932,20.0955,751.201,156.002,0.0338987,15095.8,3.32178,0,0,-71.70090992,0.00787624,78.57561212,0.00807906,380.961,0.0299321,380.961,0.0299321,8.50973
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,184,45,49,27853,0.637536,20.2158,177.65,307.34,0.00610926,3591.33,0.266119,0,0,-48.94090992,0.00772548,35.44561212,0.00772605,198.362,0.00814316,198.362,0.00814316,9.72594
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,185,45,49,24630,0.646677,20.0206,947.806,109.232,0.0531318,18975.6,6.52642,0,0,-122.5409099,0.00974512,59.94561212,0.00949807,440.231,0.0502464,440.231,0.0502464,8.86957
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,186,45,49,27307,0.607516,20.0958,775.936,137.749,0.0476216,15593,5.16547,0,0,-48.78090992,0.00918865,39.33561212,0.00924596,409.217,0.046031,409.217,0.046031,9.25037
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,188,45,49,21371,0.691848,19.4776,876.849,116.99,0.0516423,17078.9,5.97795,0,0,-95.41090992,0.009564,45.63561212,0.00947207,425.672,0.0498374,425.672,0.0498374,9.00457
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,189,45,49,16758,0.627456,19.5608,654.142,171.974,0.0348652,12795.6,3.28689,0,0,-59.61090992,0.00874345,16.84561212,0.00873614,373.069,0.034257,373.069,0.034257,9.2241
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,191,45,49,28870,0.774168,19.7821,450.718,207.154,0.0180178,8916.15,1.31076,0,0,-75.27090992,0.00795002,53.89561212,0.00798225,309.298,0.0185222,309.298,0.0185222,9.23158
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,193,45,49,23680,0.704839,19.9136,757.647,144.273,0.0348384,15087.5,3.34395,0,0,-86.76090992,0.00770165,30.27561212,0.00763678,376.955,0.0297994,376.955,0.0297994,8.34063
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,194,45,49,28706,0.757471,20.0449,354.412,234.053,0.0123773,7104.16,0.752709,0,0,-45.10090992,0.00730128,-5.414387883,0.00730678,269.145,0.0128093,269.145,0.0128093,8.98818
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,197,45,49,24052,0.667201,19.9176,915.483,114.357,0.0492823,18234.2,5.39913,0,0,-65.36090992,0.008027,16.76561212,0.0080071,412.037,0.0412389,412.037,0.0412389,8.25458
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,198,45,49,23132,0.668824,19.8116,482.76,204.554,0.0237855,9564.25,1.90902,0,0,-55.07090992,0.00881382,28.54561212,0.00882398,333.361,0.0255785,333.361,0.0255785,9.8054
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,199,45,49,25401,0.638129,20.6533,491.153,195.197,0.0255816,10143.9,2.13038,0,0,-67.23090992,0.00886729,35.39561212,0.00887547,342.043,0.0271823,342.043,0.0271823,9.97545
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,204,45,49,24487,0.691436,20.0232,424.422,216.187,0.0198343,8498.28,1.47056,0,0,-49.05090992,0.00864366,4.645612117,0.00864624,314.629,0.0217753,314.629,0.0217753,9.90166
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,206,45,49,23686,0.744747,20.4261,767.084,134.659,0.0398533,15668.5,3.98336,0,0,-63.85090992,0.007925,16.96561212,0.00791061,387.963,0.0344629,387.963,0.0344629,8.57424
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,212,45,49,27558,0.774316,20.0703,527.059,190.09,0.0221999,10578.2,1.74903,0,0,-70.22090992,0.00771336,42.57561212,0.00772988,328.498,0.0211496,328.498,0.0211496,8.93227
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,213,45,49,23510,0.552066,20.2345,933.492,131.287,0.0584514,18888.7,7.13894,0,0,-98.02090992,0.00956484,40.69561212,0.0094213,440.481,0.0547329,440.481,0.0547329,8.95956
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,214,45,49,32629,0.731582,20.0381,394.199,242.137,0.0159755,7899,1.0868,0,0,-59.23090992,0.00799643,36.60561212,0.00800952,294.429,0.0170291,294.429,0.0170291,9.47758
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,216,45,49,27513,0.734701,19.931,528.813,202.851,0.0226094,10539.8,1.80648,0,0,-33.66090992,0.00791012,55.07561212,0.00797632,331.606,0.0220248,331.606,0.0220248,9.05147
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,217,45,49,20864,0.630251,20.1662,317.785,247.299,0.0124154,6408.52,0.755885,0,0,-33.28090992,0.0081148,3.245612117,0.00811219,269.406,0.0142623,269.406,0.0142623,9.78355
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,219,45,49,27827,0.6663,19.4459,391.471,245.179,0.0153053,7612.5,1.01769,0,0,-44.13090992,0.00797921,24.72561212,0.00798271,289.381,0.0164505,289.381,0.0164505,9.3462
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,220,45,49,21952,0.747271,19.7785,545.983,186.112,0.0224454,10798.7,1.77242,0,0,-67.05090992,0.00758546,40.59561212,0.00760252,329.14,0.0209943,329.14,0.0209943,8.74988
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,223,45,49,28696,0.691227,19.9403,278.092,265.431,0.00997898,5545.24,0.554454,0,0,-18.99090992,0.00795127,19.34561212,0.00794185,249.024,0.0118667,249.024,0.0118667,9.6626
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,224,45,49,27294,0.714809,20.0769,1337.49,57.1986,0.0842896,26852.7,11.7324,0,0,-76.41090992,0.00847293,13.65561212,0.00839958,478.844,0.0658954,478.844,0.0658954,7.74825
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,225,45,49,24856,0.659006,20.0253,485.416,204.105,0.0239338,9720.63,1.96044,0,0,-11.26090992,0.00901347,38.94561212,0.00898005,337.565,0.0260683,337.565,0.0260683,9.93002
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,228,45,49,31494,0.691846,20.402,377.683,227.14,0.0159201,7705.48,1.07606,0,0,-56.25090992,0.00811438,20.42561212,0.00811426,293.144,0.0172398,293.144,0.0172398,9.69618
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,229,45,49,28668,0.772665,19.9834,297.184,270.686,0.00964102,5938.76,0.532839,0,0,-45.29090992,0.00732134,63.50561212,0.0073476,247.48,0.0106628,247.48,0.0106628,9.08839
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,230,45,49,28788,0.621636,20.7137,255.384,283.242,0.00838277,5289.94,0.436909,0,0,3.779090081,0.00738385,-23.05438788,0.00737395,234.641,0.00968555,234.641,0.00968555,9.36328
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,232,45,49,22894,0.737283,19.9553,488.353,193.713,0.0226228,9745.25,1.78695,0,0,-60.09090992,0.00840648,38.83561212,0.00843089,329.33,0.0234399,329.33,0.0234399,9.52349
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,234,45,49,24472,0.738545,20.0555,371.532,228.526,0.015497,7451.27,1.03716,0,0,-36.44090992,0.00824608,25.52561212,0.00824685,290.821,0.017156,290.821,0.017156,9.7391
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,236,45,49,31889,0.707724,20.0608,266.542,255.875,0.00984245,5347.04,0.542928,0,0,-74.99090992,0.00813844,15.34561212,0.00813034,247.486,0.0120273,247.486,0.0120273,9.88239
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,238,45,49,23960,0.737632,20.0527,524.965,186.151,0.0263111,10526.9,2.2157,0,0,-20.05090992,0.0087376,14.63561212,0.00869596,344.787,0.0273103,344.787,0.0273103,9.6457
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,240,45,49,27106,0.632879,19.7358,810.789,151.16,0.0411793,16001.6,4.20598,0,0,-75.93090992,0.0080877,25.06561212,0.00804778,393.306,0.035897,393.306,0.035897,8.46019
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,241,45,49,34844,0.754156,20.3727,241.754,278.84,0.00778629,4925.18,0.385205,0,0,-24.06090992,0.00720993,13.66561212,0.00720734,224.174,0.0090011,224.174,0.0090011,9.16077
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,243,45,49,24381,0.655844,19.6157,503.728,198.324,0.0247091,9881.01,2.01507,0,0,-64.45090992,0.00878354,16.83561212,0.00877104,337.213,0.0262301,337.213,0.0262301,9.6752
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,244,45,49,29473,0.673415,20.4348,601.571,177.747,0.0294178,12293,2.79571,0,0,-105.4509099,0.00923588,82.91561212,0.00932679,371.746,0.0308819,371.746,0.0308819,9.69586
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,246,45,49,27128,0.755588,19.5375,217.274,284.855,0.00733358,4245,0.351602,0,0,-39.97090992,0.00787994,11.61561212,0.0078797,217.688,0.00943486,217.688,0.00943486,9.61658
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,247,45,49,27762,0.760974,20.1823,526.074,181.505,0.0203208,10617.4,1.52371,0,0,-61.06090992,0.00705932,14.90561212,0.00705388,317.241,0.0181075,317.241,0.0181075,8.47863
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,248,45,49,25153,0.783279,19.6032,1280.05,53.9212,0.0667162,25093,8.4763,0,0,-88.99090992,0.0077142,18.06561212,0.00759167,452.196,0.0494369,452.196,0.0494369,7.40638
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,249,45,49,22681,0.672695,20.1705,667.89,156.881,0.0329625,13471.7,3.08806,0,0,-85.59090992,0.00825601,-6.274387883,0.0081965,370.824,0.0306175,370.824,0.0306175,8.9316
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,251,45,49,30483,0.699839,20.1425,367.449,243.568,0.0131342,7401.33,0.821976,0,0,-75.18090992,0.00738118,8.345612117,0.00736726,275.454,0.0135162,275.454,0.0135162,9.04002
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,252,45,49,29085,0.797855,19.8286,644.068,170.061,0.0267946,12770.9,2.26319,0,0,-66.11090992,0.00722731,17.73561212,0.00721419,345.699,0.0229881,345.699,0.0229881,8.29967
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,253,45,49,22781,0.693315,20.3724,433.695,227.827,0.0191989,8835.41,1.40416,0,0,-56.44090992,0.00812102,9.435612117,0.00811891,311.426,0.0199409,311.426,0.0199409,9.54817
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,254,45,49,28312,0.718232,19.7486,493.743,205.339,0.0202671,9750.76,1.55704,0,0,-90.31090992,0.00802769,45.35561212,0.00800122,321.943,0.0203769,321.943,0.0203769,9.14519
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,257,45,49,30605,0.750514,20.4533,311.53,237.573,0.0121609,6371.81,0.736018,0,0,-73.58090992,0.0080766,21.14561212,0.00806597,267.964,0.0139614,267.964,0.0139614,9.82647
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,259,45,49,20444,0.710368,20.0514,295.122,248.607,0.0105265,5917.62,0.605493,0,0,-77.79090992,0.00791014,53.79561212,0.0079214,256.199,0.0122734,256.199,0.0122734,9.61722
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,263,45,49,32791,0.696263,20.3612,219.758,290.042,0.00670525,4474.54,0.307639,0,0,-42.30090992,0.00686283,-10.79438788,0.00686383,208.643,0.00771497,208.643,0.00771497,8.87007
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,264,45,49,27042,0.704953,20.0154,417.376,224.193,0.0168516,8353.96,1.17614,0,0,-72.20090992,0.00791452,33.59561212,0.00791036,300.208,0.0175296,300.208,0.0175296,9.33995
