midlineX,midlineY,NPCCytox,NPCCytoy,BSKx,BSKy,centralX,centralY,cenx,ceny
45.3001824,-388.4688,115.3001824,-388.4688,-24.6998176,-388.4688,25.3001824,-388.4688,65.3001824,-388.4688
44.7865824,-387.0272,114.7865824,-387.0272,-25.2134176,-387.0272,24.7865824,-387.0272,64.7865824,-387.0272
44.2761824,-385.5856,114.2761824,-385.5856,-25.7238176,-385.5856,24.2761824,-385.5856,64.2761824,-385.5856
43.7673824,-384.144,113.7673824,-384.144,-26.2326176,-384.144,23.7673824,-384.144,63.7673824,-384.144
43.2585824,-382.7024,113.2585824,-382.7024,-26.7414176,-382.7024,23.2585824,-382.7024,63.2585824,-382.7024
42.7513824,-381.2608,112.7513824,-381.2608,-27.2486176,-381.2608,22.7513824,-381.2608,62.7513824,-381.2608
42.2441824,-379.8192,112.2441824,-379.8192,-27.7558176,-379.8192,22.2441824,-379.8192,62.2441824,-379.8192
41.7401824,-378.3776,111.7401824,-378.3776,-28.2598176,-378.3776,21.7401824,-378.3776,61.7401824,-378.3776
41.2361824,-376.9376,111.2361824,-376.9376,-28.7638176,-376.9376,21.2361824,-376.9376,61.2361824,-376.9376
40.7337824,-375.496,110.7337824,-375.496,-29.2662176,-375.496,20.7337824,-375.496,60.7337824,-375.496
40.2313824,-374.0544,110.2313824,-374.0544,-29.7686176,-374.0544,20.2313824,-374.0544,60.2313824,-374.0544
39.7321824,-372.6128,109.7321824,-372.6128,-30.2678176,-372.6128,19.7321824,-372.6128,59.7321824,-372.6128
39.2329824,-371.1712,109.2329824,-371.1712,-30.7670176,-371.1712,19.2329824,-371.1712,59.2329824,-371.1712
38.7353824,-369.7296,108.7353824,-369.7296,-31.2646176,-369.7296,18.7353824,-369.7296,58.7353824,-369.7296
38.2377824,-368.288,108.2377824,-368.288,-31.7622176,-368.288,18.2377824,-368.288,58.2377824,-368.288
37.7433824,-366.8464,107.7433824,-366.8464,-32.2566176,-366.8464,17.7433824,-366.8464,57.7433824,-366.8464
37.2489824,-365.4048,107.2489824,-365.4048,-32.7510176,-365.4048,17.2489824,-365.4048,57.2489824,-365.4048
36.7561824,-363.9632,106.7561824,-363.9632,-33.2438176,-363.9632,16.7561824,-363.9632,56.7561824,-363.9632
36.2633824,-362.5232,106.2633824,-362.5232,-33.7366176,-362.5232,16.2633824,-362.5232,56.2633824,-362.5232
35.7737824,-361.0816,105.7737824,-361.0816,-34.2262176,-361.0816,15.7737824,-361.0816,55.7737824,-361.0816
35.2841824,-359.64,105.2841824,-359.64,-34.7158176,-359.64,15.2841824,-359.64,55.2841824,-359.64
34.7961824,-358.1984,104.7961824,-358.1984,-35.2038176,-358.1984,14.7961824,-358.1984,54.7961824,-358.1984
34.3081824,-356.7568,104.3081824,-356.7568,-35.6918176,-356.7568,14.3081824,-356.7568,54.3081824,-356.7568
33.8233824,-355.3152,103.8233824,-355.3152,-36.1766176,-355.3152,13.8233824,-355.3152,53.8233824,-355.3152
33.3385824,-353.8736,103.3385824,-353.8736,-36.6614176,-353.8736,13.3385824,-353.8736,53.3385824,-353.8736
32.8537824,-352.432,102.8537824,-352.432,-37.1462176,-352.432,12.8537824,-352.432,52.8537824,-352.432
32.3721824,-350.9904,102.3721824,-350.9904,-37.6278176,-350.9904,12.3721824,-350.9904,52.3721824,-350.9904
31.8905824,-349.5488,101.8905824,-349.5488,-38.1094176,-349.5488,11.8905824,-349.5488,51.8905824,-349.5488
31.4105824,-348.1088,101.4105824,-348.1088,-38.5894176,-348.1088,11.4105824,-348.1088,51.4105824,-348.1088
30.9321824,-346.6672,100.9321824,-346.6672,-39.0678176,-346.6672,10.9321824,-346.6672,50.9321824,-346.6672
30.4553824,-345.2256,100.4553824,-345.2256,-39.5446176,-345.2256,10.4553824,-345.2256,50.4553824,-345.2256
29.9785824,-343.784,99.9785824,-343.784,-40.0214176,-343.784,9.9785824,-343.784,49.9785824,-343.784
29.5033824,-342.3424,99.5033824,-342.3424,-40.4966176,-342.3424,9.5033824,-342.3424,49.5033824,-342.3424
29.0297824,-340.9008,99.0297824,-340.9008,-40.9702176,-340.9008,9.0297824,-340.9008,49.0297824,-340.9008
28.5561824,-339.4592,98.5561824,-339.4592,-41.4438176,-339.4592,8.5561824,-339.4592,48.5561824,-339.4592
28.0841824,-338.0176,98.0841824,-338.0176,-41.9158176,-338.0176,8.0841824,-338.0176,48.0841824,-338.0176
27.6137824,-336.576,97.6137824,-336.576,-42.3862176,-336.576,7.6137824,-336.576,47.6137824,-336.576
27.1449824,-335.1344,97.1449824,-335.1344,-42.8550176,-335.1344,7.1449824,-335.1344,47.1449824,-335.1344
26.6777824,-333.6944,96.6777824,-333.6944,-43.3222176,-333.6944,6.6777824,-333.6944,46.6777824,-333.6944
26.2105824,-332.2528,96.2105824,-332.2528,-43.7894176,-332.2528,6.2105824,-332.2528,46.2105824,-332.2528
25.7449824,-330.8112,95.7449824,-330.8112,-44.2550176,-330.8112,5.7449824,-330.8112,45.7449824,-330.8112
25.2809824,-329.3696,95.2809824,-329.3696,-44.7190176,-329.3696,5.2809824,-329.3696,45.2809824,-329.3696
24.8169824,-327.928,94.8169824,-327.928,-45.1830176,-327.928,4.8169824,-327.928,44.8169824,-327.928
24.3545824,-326.4864,94.3545824,-326.4864,-45.6454176,-326.4864,4.3545824,-326.4864,44.3545824,-326.4864
23.8937824,-325.0448,93.8937824,-325.0448,-46.1062176,-325.0448,3.8937824,-325.0448,43.8937824,-325.0448
23.4345824,-323.6032,93.4345824,-323.6032,-46.5654176,-323.6032,3.4345824,-323.6032,43.4345824,-323.6032
22.9753824,-322.1616,92.9753824,-322.1616,-47.0246176,-322.1616,2.9753824,-322.1616,42.9753824,-322.1616
22.5177824,-320.72,92.5177824,-320.72,-47.4822176,-320.72,2.5177824,-320.72,42.5177824,-320.72
22.0617824,-319.28,92.0617824,-319.28,-47.9382176,-319.28,2.0617824,-319.28,42.0617824,-319.28
21.6073824,-317.8384,91.6073824,-317.8384,-48.3926176,-317.8384,1.6073824,-317.8384,41.6073824,-317.8384
21.1529824,-316.3968,91.1529824,-316.3968,-48.8470176,-316.3968,1.1529824,-316.3968,41.1529824,-316.3968
20.7017824,-314.9552,90.7017824,-314.9552,-49.2982176,-314.9552,0.7017824,-314.9552,40.7017824,-314.9552
20.2505824,-313.5136,90.2505824,-313.5136,-49.7494176,-313.5136,0.2505824,-313.5136,40.2505824,-313.5136
19.7993824,-312.072,89.7993824,-312.072,-50.2006176,-312.072,-0.2006176,-312.072,39.7993824,-312.072
19.3513824,-310.6304,89.3513824,-310.6304,-50.6486176,-310.6304,-0.6486176,-310.6304,39.3513824,-310.6304
18.9033824,-309.1888,88.9033824,-309.1888,-51.0966176,-309.1888,-1.0966176,-309.1888,38.9033824,-309.1888
18.4569824,-307.7472,88.4569824,-307.7472,-51.5430176,-307.7472,-1.5430176,-307.7472,38.4569824,-307.7472
18.0105824,-306.3056,88.0105824,-306.3056,-51.9894176,-306.3056,-1.9894176,-306.3056,38.0105824,-306.3056
17.5673824,-304.8656,87.5673824,-304.8656,-52.4326176,-304.8656,-2.4326176,-304.8656,37.5673824,-304.8656
17.1241824,-303.424,87.1241824,-303.424,-52.8758176,-303.424,-2.8758176,-303.424,37.1241824,-303.424
16.6825824,-301.9824,86.6825824,-301.9824,-53.3174176,-301.9824,-3.3174176,-301.9824,36.6825824,-301.9824
16.2409824,-300.5408,86.2409824,-300.5408,-53.7590176,-300.5408,-3.7590176,-300.5408,36.2409824,-300.5408
15.8025824,-299.0992,85.8025824,-299.0992,-54.1974176,-299.0992,-4.1974176,-299.0992,35.8025824,-299.0992
15.3641824,-297.6576,85.3641824,-297.6576,-54.6358176,-297.6576,-4.6358176,-297.6576,35.3641824,-297.6576
14.9257824,-296.216,84.9257824,-296.216,-55.0742176,-296.216,-5.0742176,-296.216,34.9257824,-296.216
14.4905824,-294.7744,84.4905824,-294.7744,-55.5094176,-294.7744,-5.5094176,-294.7744,34.4905824,-294.7744
14.0553824,-293.3328,84.0553824,-293.3328,-55.9446176,-293.3328,-5.9446176,-293.3328,34.0553824,-293.3328
13.6217824,-291.8912,83.6217824,-291.8912,-56.3782176,-291.8912,-6.3782176,-291.8912,33.6217824,-291.8912
13.1897824,-290.4512,83.1897824,-290.4512,-56.8102176,-290.4512,-6.8102176,-290.4512,33.1897824,-290.4512
12.7593824,-289.0096,82.7593824,-289.0096,-57.2406176,-289.0096,-7.2406176,-289.0096,32.7593824,-289.0096
12.3289824,-287.568,82.3289824,-287.568,-57.6710176,-287.568,-7.6710176,-287.568,32.3289824,-287.568
11.9001824,-286.1264,81.9001824,-286.1264,-58.0998176,-286.1264,-8.0998176,-286.1264,31.9001824,-286.1264
11.4729824,-284.6848,81.4729824,-284.6848,-58.5270176,-284.6848,-8.5270176,-284.6848,31.4729824,-284.6848
11.0457824,-283.2432,81.0457824,-283.2432,-58.9542176,-283.2432,-8.9542176,-283.2432,31.0457824,-283.2432
10.6217824,-281.8016,80.6217824,-281.8016,-59.3782176,-281.8016,-9.3782176,-281.8016,30.6217824,-281.8016
10.1977824,-280.36,80.1977824,-280.36,-59.8022176,-280.36,-9.8022176,-280.36,30.1977824,-280.36
9.7753824,-278.9184,79.7753824,-278.9184,-60.2246176,-278.9184,-10.2246176,-278.9184,29.7753824,-278.9184
9.3529824,-277.4768,79.3529824,-277.4768,-60.6470176,-277.4768,-10.6470176,-277.4768,29.3529824,-277.4768
8.9321824,-276.0368,78.9321824,-276.0368,-61.0678176,-276.0368,-11.0678176,-276.0368,28.9321824,-276.0368
8.5129824,-274.5952,78.5129824,-274.5952,-61.4870176,-274.5952,-11.4870176,-274.5952,28.5129824,-274.5952
8.0953824,-273.1536,78.0953824,-273.1536,-61.9046176,-273.1536,-11.9046176,-273.1536,28.0953824,-273.1536
7.6793824,-271.712,77.6793824,-271.712,-62.3206176,-271.712,-12.3206176,-271.712,27.6793824,-271.712
7.2633824,-270.2704,77.2633824,-270.2704,-62.7366176,-270.2704,-12.7366176,-270.2704,27.2633824,-270.2704
6.8489824,-268.8288,76.8489824,-268.8288,-63.1510176,-268.8288,-13.1510176,-268.8288,26.8489824,-268.8288
6.4345824,-267.3872,76.4345824,-267.3872,-63.5654176,-267.3872,-13.5654176,-267.3872,26.4345824,-267.3872
6.0233824,-265.9456,76.0233824,-265.9456,-63.9766176,-265.9456,-13.9766176,-265.9456,26.0233824,-265.9456
5.6121824,-264.504,75.6121824,-264.504,-64.3878176,-264.504,-14.3878176,-264.504,25.6121824,-264.504
5.2025824,-263.0624,75.2025824,-263.0624,-64.7974176,-263.0624,-14.7974176,-263.0624,25.2025824,-263.0624
4.7945824,-261.6224,74.7945824,-261.6224,-65.2054176,-261.6224,-15.2054176,-261.6224,24.7945824,-261.6224
4.3865824,-260.1808,74.3865824,-260.1808,-65.6134176,-260.1808,-15.6134176,-260.1808,24.3865824,-260.1808
3.9801824,-258.7392,73.9801824,-258.7392,-66.0198176,-258.7392,-16.0198176,-258.7392,23.9801824,-258.7392
3.5753824,-257.2976,73.5753824,-257.2976,-66.4246176,-257.2976,-16.4246176,-257.2976,23.5753824,-257.2976
3.1721824,-255.856,73.1721824,-255.856,-66.8278176,-255.856,-16.8278176,-255.856,23.1721824,-255.856
2.7689824,-254.4144,72.7689824,-254.4144,-67.2310176,-254.4144,-17.2310176,-254.4144,22.7689824,-254.4144
2.3689824,-252.9728,72.3689824,-252.9728,-67.6310176,-252.9728,-17.6310176,-252.9728,22.3689824,-252.9728
1.9689824,-251.5312,71.9689824,-251.5312,-68.0310176,-251.5312,-18.0310176,-251.5312,21.9689824,-251.5312
1.5689824,-250.0896,71.5689824,-250.0896,-68.4310176,-250.0896,-18.4310176,-250.0896,21.5689824,-250.0896
1.1721824,-248.648,71.1721824,-248.648,-68.8278176,-248.648,-18.8278176,-248.648,21.1721824,-248.648
0.7753824,-247.208,70.7753824,-247.208,-69.2246176,-247.208,-19.2246176,-247.208,20.7753824,-247.208
0.3801824,-245.7664,70.3801824,-245.7664,-69.6198176,-245.7664,-19.6198176,-245.7664,20.3801824,-245.7664
-0.0150176,-244.3248,69.9849824,-244.3248,-70.0150176,-244.3248,-20.0150176,-244.3248,19.9849824,-244.3248
-0.4070176,-242.8832,69.5929824,-242.8832,-70.4070176,-242.8832,-20.4070176,-242.8832,19.5929824,-242.8832
-0.7990176,-241.4416,69.2009824,-241.4416,-70.7990176,-241.4416,-20.7990176,-241.4416,19.2009824,-241.4416
-1.1894176,-240,68.8105824,-240,-71.1894176,-240,-21.1894176,-240,18.8105824,-240
-1.5798176,-238.5584,68.4201824,-238.5584,-71.5798176,-238.5584,-21.5798176,-238.5584,18.4201824,-238.5584
-1.9670176,-237.1168,68.0329824,-237.1168,-71.9670176,-237.1168,-21.9670176,-237.1168,18.0329824,-237.1168
-2.3542176,-235.6752,67.6457824,-235.6752,-72.3542176,-235.6752,-22.3542176,-235.6752,17.6457824,-235.6752
-2.7398176,-234.2336,67.2601824,-234.2336,-72.7398176,-234.2336,-22.7398176,-234.2336,17.2601824,-234.2336
-3.1254176,-232.792,66.8745824,-232.792,-73.1254176,-232.792,-23.1254176,-232.792,16.8745824,-232.792
-3.5094176,-231.352,66.4905824,-231.352,-73.5094176,-231.352,-23.5094176,-231.352,16.4905824,-231.352
-3.8918176,-229.9104,66.1081824,-229.9104,-73.8918176,-229.9104,-23.8918176,-229.9104,16.1081824,-229.9104
-4.2726176,-228.4688,65.7273824,-228.4688,-74.2726176,-228.4688,-24.2726176,-228.4688,15.7273824,-228.4688
-4.6518176,-227.0272,65.3481824,-227.0272,-74.6518176,-227.0272,-24.6518176,-227.0272,15.3481824,-227.0272
-5.0310176,-225.5856,64.9689824,-225.5856,-75.0310176,-225.5856,-25.0310176,-225.5856,14.9689824,-225.5856
-5.4086176,-224.144,64.5913824,-224.144,-75.4086176,-224.144,-25.4086176,-224.144,14.5913824,-224.144
-5.7846176,-222.7024,64.2153824,-222.7024,-75.7846176,-222.7024,-25.7846176,-222.7024,14.2153824,-222.7024
-6.1590176,-221.2608,63.8409824,-221.2608,-76.1590176,-221.2608,-26.1590176,-221.2608,13.8409824,-221.2608
-6.5334176,-219.8192,63.4665824,-219.8192,-76.5334176,-219.8192,-26.5334176,-219.8192,13.4665824,-219.8192
-6.9062176,-218.3776,63.0937824,-218.3776,-76.9062176,-218.3776,-26.9062176,-218.3776,13.0937824,-218.3776
-7.2774176,-216.9376,62.7225824,-216.9376,-77.2774176,-216.9376,-27.2774176,-216.9376,12.7225824,-216.9376
-7.6486176,-215.496,62.3513824,-215.496,-77.6486176,-215.496,-27.6486176,-215.496,12.3513824,-215.496
-8.0182176,-214.0544,61.9817824,-214.0544,-78.0182176,-214.0544,-28.0182176,-214.0544,11.9817824,-214.0544
-8.3862176,-212.6128,61.6137824,-212.6128,-78.3862176,-212.6128,-28.3862176,-212.6128,11.6137824,-212.6128
-8.7526176,-211.1712,61.2473824,-211.1712,-78.7526176,-211.1712,-28.7526176,-211.1712,11.2473824,-211.1712
-9.1174176,-209.7296,60.8825824,-209.7296,-79.1174176,-209.7296,-29.1174176,-209.7296,10.8825824,-209.7296
-9.4822176,-208.288,60.5177824,-208.288,-79.4822176,-208.288,-29.4822176,-208.288,10.5177824,-208.288
-9.8454176,-206.8464,60.1545824,-206.8464,-79.8454176,-206.8464,-29.8454176,-206.8464,10.1545824,-206.8464
-10.2070176,-205.4048,59.7929824,-205.4048,-80.2070176,-205.4048,-30.2070176,-205.4048,9.7929824,-205.4048
-10.5686176,-203.9632,59.4313824,-203.9632,-80.5686176,-203.9632,-30.5686176,-203.9632,9.4313824,-203.9632
-10.9286176,-202.5232,59.0713824,-202.5232,-80.9286176,-202.5232,-30.9286176,-202.5232,9.0713824,-202.5232
-11.2870176,-201.0816,58.7129824,-201.0816,-81.2870176,-201.0816,-31.2870176,-201.0816,8.7129824,-201.0816
-11.6438176,-199.64,58.3561824,-199.64,-81.6438176,-199.64,-31.6438176,-199.64,8.3561824,-199.64
-12.0006176,-198.1984,57.9993824,-198.1984,-82.0006176,-198.1984,-32.0006176,-198.1984,7.9993824,-198.1984
-12.3542176,-196.7568,57.6457824,-196.7568,-82.3542176,-196.7568,-32.3542176,-196.7568,7.6457824,-196.7568
-12.7078176,-195.3152,57.2921824,-195.3152,-82.7078176,-195.3152,-32.7078176,-195.3152,7.2921824,-195.3152
-13.0614176,-193.8736,56.9385824,-193.8736,-83.0614176,-193.8736,-33.0614176,-193.8736,6.9385824,-193.8736
-13.4118176,-192.432,56.5881824,-192.432,-83.4118176,-192.432,-33.4118176,-192.432,6.5881824,-192.432
-13.7622176,-190.9904,56.2377824,-190.9904,-83.7622176,-190.9904,-33.7622176,-190.9904,6.2377824,-190.9904
-14.1110176,-189.5488,55.8889824,-189.5488,-84.1110176,-189.5488,-34.1110176,-189.5488,5.8889824,-189.5488
-14.4598176,-188.1088,55.5401824,-188.1088,-84.4598176,-188.1088,-34.4598176,-188.1088,5.5401824,-188.1088
-14.8054176,-186.6672,55.1945824,-186.6672,-84.8054176,-186.6672,-34.8054176,-186.6672,5.1945824,-186.6672
-15.1510176,-185.2256,54.8489824,-185.2256,-85.1510176,-185.2256,-35.1510176,-185.2256,4.8489824,-185.2256
-15.4950176,-183.784,54.5049824,-183.784,-85.4950176,-183.784,-35.4950176,-183.784,4.5049824,-183.784
-15.8374176,-182.3424,54.1625824,-182.3424,-85.8374176,-182.3424,-35.8374176,-182.3424,4.1625824,-182.3424
-16.1798176,-180.9008,53.8201824,-180.9008,-86.1798176,-180.9008,-36.1798176,-180.9008,3.8201824,-180.9008
-16.5206176,-179.4592,53.4793824,-179.4592,-86.5206176,-179.4592,-36.5206176,-179.4592,3.4793824,-179.4592
-16.8598176,-178.0176,53.1401824,-178.0176,-86.8598176,-178.0176,-36.8598176,-178.0176,3.1401824,-178.0176
-17.1974176,-176.576,52.8025824,-176.576,-87.1974176,-176.576,-37.1974176,-176.576,2.8025824,-176.576
-17.5350176,-175.1344,52.4649824,-175.1344,-87.5350176,-175.1344,-37.5350176,-175.1344,2.4649824,-175.1344
-17.8710176,-173.6944,52.1289824,-173.6944,-87.8710176,-173.6944,-37.8710176,-173.6944,2.1289824,-173.6944
-18.2054176,-172.2528,51.7945824,-172.2528,-88.2054176,-172.2528,-38.2054176,-172.2528,1.7945824,-172.2528
-18.5398176,-170.8112,51.4601824,-170.8112,-88.5398176,-170.8112,-38.5398176,-170.8112,1.4601824,-170.8112
-18.8710176,-169.3696,51.1289824,-169.3696,-88.8710176,-169.3696,-38.8710176,-169.3696,1.1289824,-169.3696
-19.2022176,-167.928,50.7977824,-167.928,-89.2022176,-167.928,-39.2022176,-167.928,0.7977824,-167.928
-19.5318176,-166.4864,50.4681824,-166.4864,-89.5318176,-166.4864,-39.5318176,-166.4864,0.4681824,-166.4864
-19.8614176,-165.0448,50.1385824,-165.0448,-89.8614176,-165.0448,-39.8614176,-165.0448,0.1385824,-165.0448
-20.1878176,-163.6032,49.8121824,-163.6032,-90.1878176,-163.6032,-40.1878176,-163.6032,-0.1878176,-163.6032
-20.5142176,-162.1616,49.4857824,-162.1616,-90.5142176,-162.1616,-40.5142176,-162.1616,-0.5142176,-162.1616
-20.8406176,-160.72,49.1593824,-160.72,-90.8406176,-160.72,-40.8406176,-160.72,-0.8406176,-160.72
-21.1638176,-159.28,48.8361824,-159.28,-91.1638176,-159.28,-41.1638176,-159.28,-1.1638176,-159.28
-21.4870176,-157.8384,48.5129824,-157.8384,-91.4870176,-157.8384,-41.4870176,-157.8384,-1.4870176,-157.8384
-21.8086176,-156.3968,48.1913824,-156.3968,-91.8086176,-156.3968,-41.8086176,-156.3968,-1.8086176,-156.3968
-22.1286176,-154.9552,47.8713824,-154.9552,-92.1286176,-154.9552,-42.1286176,-154.9552,-2.1286176,-154.9552
-22.4470176,-153.5136,47.5529824,-153.5136,-92.4470176,-153.5136,-42.4470176,-153.5136,-2.4470176,-153.5136
-22.7654176,-152.072,47.2345824,-152.072,-92.7654176,-152.072,-42.7654176,-152.072,-2.7654176,-152.072
-23.0822176,-150.6304,46.9177824,-150.6304,-93.0822176,-150.6304,-43.0822176,-150.6304,-3.0822176,-150.6304
-23.3974176,-149.1888,46.6025824,-149.1888,-93.3974176,-149.1888,-43.3974176,-149.1888,-3.3974176,-149.1888
-23.7126176,-147.7472,46.2873824,-147.7472,-93.7126176,-147.7472,-43.7126176,-147.7472,-3.7126176,-147.7472
-24.0262176,-146.3056,45.9737824,-146.3056,-94.0262176,-146.3056,-44.0262176,-146.3056,-4.0262176,-146.3056
-24.3382176,-144.8656,45.6617824,-144.8656,-94.3382176,-144.8656,-44.3382176,-144.8656,-4.3382176,-144.8656
-24.6486176,-143.424,45.3513824,-143.424,-94.6486176,-143.424,-44.6486176,-143.424,-4.6486176,-143.424
-24.9574176,-141.9824,45.0425824,-141.9824,-94.9574176,-141.9824,-44.9574176,-141.9824,-4.9574176,-141.9824
-25.2662176,-140.5408,44.7337824,-140.5408,-95.2662176,-140.5408,-45.2662176,-140.5408,-5.2662176,-140.5408
-25.5734176,-139.0992,44.4265824,-139.0992,-95.5734176,-139.0992,-45.5734176,-139.0992,-5.5734176,-139.0992
-25.8806176,-137.6576,44.1193824,-137.6576,-95.8806176,-137.6576,-45.8806176,-137.6576,-5.8806176,-137.6576
-26.1846176,-136.216,43.8153824,-136.216,-96.1846176,-136.216,-46.1846176,-136.216,-6.1846176,-136.216
-26.4886176,-134.7744,43.5113824,-134.7744,-96.4886176,-134.7744,-46.4886176,-134.7744,-6.4886176,-134.7744
-26.7910176,-133.3328,43.2089824,-133.3328,-96.7910176,-133.3328,-46.7910176,-133.3328,-6.7910176,-133.3328
-27.0918176,-131.8912,42.9081824,-131.8912,-97.0918176,-131.8912,-47.0918176,-131.8912,-7.0918176,-131.8912
-27.3926176,-130.4512,42.6073824,-130.4512,-97.3926176,-130.4512,-47.3926176,-130.4512,-7.3926176,-130.4512
-27.6918176,-129.0096,42.3081824,-129.0096,-97.6918176,-129.0096,-47.6918176,-129.0096,-7.6918176,-129.0096
-27.9894176,-127.568,42.0105824,-127.568,-97.9894176,-127.568,-47.9894176,-127.568,-7.9894176,-127.568
-28.2854176,-126.1264,41.7145824,-126.1264,-98.2854176,-126.1264,-48.2854176,-126.1264,-8.2854176,-126.1264
-28.5814176,-124.6848,41.4185824,-124.6848,-98.5814176,-124.6848,-48.5814176,-124.6848,-8.5814176,-124.6848
-28.8758176,-123.2432,41.1241824,-123.2432,-98.8758176,-123.2432,-48.8758176,-123.2432,-8.8758176,-123.2432
-29.1686176,-121.8016,40.8313824,-121.8016,-99.1686176,-121.8016,-49.1686176,-121.8016,-9.1686176,-121.8016
-29.4598176,-120.36,40.5401824,-120.36,-99.4598176,-120.36,-49.4598176,-120.36,-9.4598176,-120.36
-29.7510176,-118.9184,40.2489824,-118.9184,-99.7510176,-118.9184,-49.7510176,-118.9184,-9.7510176,-118.9184
-30.0390176,-117.4768,39.9609824,-117.4768,-100.0390176,-117.4768,-50.0390176,-117.4768,-10.0390176,-117.4768
-30.3286176,-116.0368,39.6713824,-116.0368,-100.3286176,-116.0368,-50.3286176,-116.0368,-10.3286176,-116.0368
-30.6150176,-114.5952,39.3849824,-114.5952,-100.6150176,-114.5952,-50.6150176,-114.5952,-10.6150176,-114.5952
-30.9014176,-113.1536,39.0985824,-113.1536,-100.9014176,-113.1536,-50.9014176,-113.1536,-10.9014176,-113.1536
-31.1846176,-111.712,38.8153824,-111.712,-101.1846176,-111.712,-51.1846176,-111.712,-11.1846176,-111.712
-31.4694176,-110.2704,38.5305824,-110.2704,-101.4694176,-110.2704,-51.4694176,-110.2704,-11.4694176,-110.2704
-31.7510176,-108.8288,38.2489824,-108.8288,-101.7510176,-108.8288,-51.7510176,-108.8288,-11.7510176,-108.8288
-32.0326176,-107.3872,37.9673824,-107.3872,-102.0326176,-107.3872,-52.0326176,-107.3872,-12.0326176,-107.3872
-32.3126176,-105.9456,37.6873824,-105.9456,-102.3126176,-105.9456,-52.3126176,-105.9456,-12.3126176,-105.9456
-32.5910176,-104.504,37.4089824,-104.504,-102.5910176,-104.504,-52.5910176,-104.504,-12.5910176,-104.504
-32.8678176,-103.0624,37.1321824,-103.0624,-102.8678176,-103.0624,-52.8678176,-103.0624,-12.8678176,-103.0624
-33.1446176,-101.6224,36.8553824,-101.6224,-103.1446176,-101.6224,-53.1446176,-101.6224,-13.1446176,-101.6224
-33.4198176,-100.1808,36.5801824,-100.1808,-103.4198176,-100.1808,-53.4198176,-100.1808,-13.4198176,-100.1808
-33.6934176,-98.7392,36.3065824,-98.7392,-103.6934176,-98.7392,-53.6934176,-98.7392,-13.6934176,-98.7392
-33.9654176,-97.2976,36.0345824,-97.2976,-103.9654176,-97.2976,-53.9654176,-97.2976,-13.9654176,-97.2976
-34.2374176,-95.856,35.7625824,-95.856,-104.2374176,-95.856,-54.2374176,-95.856,-14.2374176,-95.856
-34.5078176,-94.4144,35.4921824,-94.4144,-104.5078176,-94.4144,-54.5078176,-94.4144,-14.5078176,-94.4144
-34.7766176,-92.9728,35.2233824,-92.9728,-104.7766176,-92.9728,-54.7766176,-92.9728,-14.7766176,-92.9728
-35.0454176,-91.5312,34.9545824,-91.5312,-105.0454176,-91.5312,-55.0454176,-91.5312,-15.0454176,-91.5312
-35.3126176,-90.0896,34.6873824,-90.0896,-105.3126176,-90.0896,-55.3126176,-90.0896,-15.3126176,-90.0896
-35.5782176,-88.648,34.4217824,-88.648,-105.5782176,-88.648,-55.5782176,-88.648,-15.5782176,-88.648
-35.8422176,-87.208,34.1577824,-87.208,-105.8422176,-87.208,-55.8422176,-87.208,-15.8422176,-87.208
-36.1046176,-85.7664,33.8953824,-85.7664,-106.1046176,-85.7664,-56.1046176,-85.7664,-16.1046176,-85.7664
-36.3670176,-84.3248,33.6329824,-84.3248,-106.3670176,-84.3248,-56.3670176,-84.3248,-16.3670176,-84.3248
-36.6278176,-82.8832,33.3721824,-82.8832,-106.6278176,-82.8832,-56.6278176,-82.8832,-16.6278176,-82.8832
-36.8870176,-81.4416,33.1129824,-81.4416,-106.8870176,-81.4416,-56.8870176,-81.4416,-16.8870176,-81.4416
-37.1462176,-80,32.8537824,-80,-107.1462176,-80,-57.1462176,-80,-17.1462176,-80
-37.4038176,-78.5584,32.5961824,-78.5584,-107.4038176,-78.5584,-57.4038176,-78.5584,-17.4038176,-78.5584
-37.6598176,-77.1168,32.3401824,-77.1168,-107.6598176,-77.1168,-57.6598176,-77.1168,-17.6598176,-77.1168
-37.9142176,-75.6752,32.0857824,-75.6752,-107.9142176,-75.6752,-57.9142176,-75.6752,-17.9142176,-75.6752
-38.1670176,-74.2336,31.8329824,-74.2336,-108.1670176,-74.2336,-58.1670176,-74.2336,-18.1670176,-74.2336
-38.4198176,-72.792,31.5801824,-72.792,-108.4198176,-72.792,-58.4198176,-72.792,-18.4198176,-72.792
-38.6710176,-71.352,31.3289824,-71.352,-108.6710176,-71.352,-58.6710176,-71.352,-18.6710176,-71.352
-38.9222176,-69.9104,31.0777824,-69.9104,-108.9222176,-69.9104,-58.9222176,-69.9104,-18.9222176,-69.9104
-39.1702176,-68.4688,30.8297824,-68.4688,-109.1702176,-68.4688,-59.1702176,-68.4688,-19.1702176,-68.4688
-39.4182176,-67.0272,30.5817824,-67.0272,-109.4182176,-67.0272,-59.4182176,-67.0272,-19.4182176,-67.0272
-39.6646176,-65.5856,30.3353824,-65.5856,-109.6646176,-65.5856,-59.6646176,-65.5856,-19.6646176,-65.5856
-39.9094176,-64.144,30.0905824,-64.144,-109.9094176,-64.144,-59.9094176,-64.144,-19.9094176,-64.144
