midlineX,midlineY,NPCCytox,NPCCytoy,BSKx,BSKy,NucChnlX,NucChnlY,CytChnlx,CytChnly
20.48902,-551.89189,90.48902,-551.89189,-79.51098,-551.89189,0.48902,-551.89189,40.48902,-551.89189
20.69195,-549.72973,90.69195,-549.72973,-79.30805,-549.72973,0.691949999999999,-549.72973,40.69195,-549.72973
20.89401,-547.56757,90.89401,-547.56757,-79.10599,-547.56757,0.894010000000002,-547.56757,40.89401,-547.56757
21.09521,-545.40541,91.09521,-545.40541,-78.90479,-545.40541,1.09521,-545.40541,41.09521,-545.40541
21.29554,-543.24324,91.29554,-543.24324,-78.70446,-543.24324,1.29554,-543.24324,41.29554,-543.24324
21.495,-541.08108,91.495,-541.08108,-78.505,-541.08108,1.495,-541.08108,41.495,-541.08108
21.6936,-538.91892,91.6936,-538.91892,-78.3064,-538.91892,1.6936,-538.91892,41.6936,-538.91892
21.89134,-536.75676,91.89134,-536.75676,-78.10866,-536.75676,1.89134,-536.75676,41.89134,-536.75676
22.08821,-534.59459,92.08821,-534.59459,-77.91179,-534.59459,2.08821,-534.59459,42.08821,-534.59459
22.28421,-532.43243,92.28421,-532.43243,-77.71579,-532.43243,2.28421,-532.43243,42.28421,-532.43243
22.47935,-530.27027,92.47935,-530.27027,-77.52065,-530.27027,2.47935,-530.27027,42.47935,-530.27027
22.67362,-528.10811,92.67362,-528.10811,-77.32638,-528.10811,2.67362,-528.10811,42.67362,-528.10811
22.86702,-525.94595,92.86702,-525.94595,-77.13298,-525.94595,2.86702,-525.94595,42.86702,-525.94595
23.05956,-523.78378,93.05956,-523.78378,-76.94044,-523.78378,3.05956,-523.78378,43.05956,-523.78378
23.25124,-521.62162,93.25124,-521.62162,-76.74876,-521.62162,3.25124,-521.62162,43.25124,-521.62162
23.44205,-519.45946,93.44205,-519.45946,-76.55795,-519.45946,3.44205,-519.45946,43.44205,-519.45946
23.63199,-517.2973,93.63199,-517.2973,-76.36801,-517.2973,3.63199,-517.2973,43.63199,-517.2973
23.82107,-515.13514,93.82107,-515.13514,-76.17893,-515.13514,3.82107,-515.13514,43.82107,-515.13514
24.00928,-512.97297,94.00928,-512.97297,-75.99072,-512.97297,4.00928,-512.97297,44.00928,-512.97297
24.19662,-510.81081,94.19662,-510.81081,-75.80338,-510.81081,4.19662,-510.81081,44.19662,-510.81081
24.3831,-508.64865,94.3831,-508.64865,-75.6169,-508.64865,4.3831,-508.64865,44.3831,-508.64865
24.56872,-506.48649,94.56872,-506.48649,-75.43128,-506.48649,4.56872,-506.48649,44.56872,-506.48649
24.75347,-504.32432,94.75347,-504.32432,-75.24653,-504.32432,4.75347,-504.32432,44.75347,-504.32432
24.93735,-502.16216,94.93735,-502.16216,-75.06265,-502.16216,4.93735,-502.16216,44.93735,-502.16216
25.12037,-500,95.12037,-500,-74.87963,-500,5.12037,-500,45.12037,-500
25.30252,-497.83784,95.30252,-497.83784,-74.69748,-497.83784,5.30252,-497.83784,45.30252,-497.83784
25.48381,-495.67568,95.48381,-495.67568,-74.51619,-495.67568,5.48381,-495.67568,45.48381,-495.67568
25.66423,-493.51351,95.66423,-493.51351,-74.33577,-493.51351,5.66423,-493.51351,45.66423,-493.51351
25.84378,-491.35135,95.84378,-491.35135,-74.15622,-491.35135,5.84378,-491.35135,45.84378,-491.35135
26.02247,-489.18919,96.02247,-489.18919,-73.97753,-489.18919,6.02247,-489.18919,46.02247,-489.18919
26.2003,-487.02703,96.2003,-487.02703,-73.7997,-487.02703,6.2003,-487.02703,46.2003,-487.02703
26.37725,-484.86486,96.37725,-484.86486,-73.62275,-484.86486,6.37725,-484.86486,46.37725,-484.86486
26.55335,-482.7027,96.55335,-482.7027,-73.44665,-482.7027,6.55335,-482.7027,46.55335,-482.7027
26.72857,-480.54054,96.72857,-480.54054,-73.27143,-480.54054,6.72857,-480.54054,46.72857,-480.54054
26.90293,-478.37838,96.90293,-478.37838,-73.09707,-478.37838,6.90293,-478.37838,46.90293,-478.37838
27.07643,-476.21622,97.07643,-476.21622,-72.92357,-476.21622,7.07643,-476.21622,47.07643,-476.21622
27.24906,-474.05405,97.24906,-474.05405,-72.75094,-474.05405,7.24906,-474.05405,47.24906,-474.05405
27.42082,-471.89189,97.42082,-471.89189,-72.57918,-471.89189,7.42082,-471.89189,47.42082,-471.89189
27.59172,-469.72973,97.59172,-469.72973,-72.40828,-469.72973,7.59172,-469.72973,47.59172,-469.72973
27.76175,-467.56757,97.76175,-467.56757,-72.23825,-467.56757,7.76175,-467.56757,47.76175,-467.56757
27.93092,-465.40541,97.93092,-465.40541,-72.06908,-465.40541,7.93092,-465.40541,47.93092,-465.40541
28.09922,-463.24324,98.09922,-463.24324,-71.90078,-463.24324,8.09922,-463.24324,48.09922,-463.24324
28.26666,-461.08108,98.26666,-461.08108,-71.73334,-461.08108,8.26666,-461.08108,48.26666,-461.08108
28.43323,-458.91892,98.43323,-458.91892,-71.56677,-458.91892,8.43323,-458.91892,48.43323,-458.91892
28.59893,-456.75676,98.59893,-456.75676,-71.40107,-456.75676,8.59893,-456.75676,48.59893,-456.75676
28.76377,-454.59459,98.76377,-454.59459,-71.23623,-454.59459,8.76377,-454.59459,48.76377,-454.59459
28.92774,-452.43243,98.92774,-452.43243,-71.07226,-452.43243,8.92774,-452.43243,48.92774,-452.43243
29.09085,-450.27027,99.09085,-450.27027,-70.90915,-450.27027,9.09085,-450.27027,49.09085,-450.27027
29.25309,-448.10811,99.25309,-448.10811,-70.74691,-448.10811,9.25309,-448.10811,49.25309,-448.10811
29.41447,-445.94595,99.41447,-445.94595,-70.58553,-445.94595,9.41447,-445.94595,49.41447,-445.94595
29.57498,-443.78378,99.57498,-443.78378,-70.42502,-443.78378,9.57498,-443.78378,49.57498,-443.78378
29.73462,-441.62162,99.73462,-441.62162,-70.26538,-441.62162,9.73462,-441.62162,49.73462,-441.62162
29.8934,-439.45946,99.8934,-439.45946,-70.1066,-439.45946,9.8934,-439.45946,49.8934,-439.45946
30.05132,-437.2973,100.05132,-437.2973,-69.94868,-437.2973,10.05132,-437.2973,50.05132,-437.2973
30.20836,-435.13514,100.20836,-435.13514,-69.79164,-435.13514,10.20836,-435.13514,50.20836,-435.13514
30.36455,-432.97297,100.36455,-432.97297,-69.63545,-432.97297,10.36455,-432.97297,50.36455,-432.97297
30.51986,-430.81081,100.51986,-430.81081,-69.48014,-430.81081,10.51986,-430.81081,50.51986,-430.81081
30.67431,-428.64865,100.67431,-428.64865,-69.32569,-428.64865,10.67431,-428.64865,50.67431,-428.64865
30.8279,-426.48649,100.8279,-426.48649,-69.1721,-426.48649,10.8279,-426.48649,50.8279,-426.48649
30.98062,-424.32432,100.98062,-424.32432,-69.01938,-424.32432,10.98062,-424.32432,50.98062,-424.32432
31.13247,-422.16216,101.13247,-422.16216,-68.86753,-422.16216,11.13247,-422.16216,51.13247,-422.16216
31.28346,-420,101.28346,-420,-68.71654,-420,11.28346,-420,51.28346,-420
31.43358,-417.83784,101.43358,-417.83784,-68.56642,-417.83784,11.43358,-417.83784,51.43358,-417.83784
31.58284,-415.67568,101.58284,-415.67568,-68.41716,-415.67568,11.58284,-415.67568,51.58284,-415.67568
31.73123,-413.51351,101.73123,-413.51351,-68.26877,-413.51351,11.73123,-413.51351,51.73123,-413.51351
31.87875,-411.35135,101.87875,-411.35135,-68.12125,-411.35135,11.87875,-411.35135,51.87875,-411.35135
32.02541,-409.18919,102.02541,-409.18919,-67.97459,-409.18919,12.02541,-409.18919,52.02541,-409.18919
32.17121,-407.02703,102.17121,-407.02703,-67.82879,-407.02703,12.17121,-407.02703,52.17121,-407.02703
32.31613,-404.86486,102.31613,-404.86486,-67.68387,-404.86486,12.31613,-404.86486,52.31613,-404.86486
32.4602,-402.7027,102.4602,-402.7027,-67.5398,-402.7027,12.4602,-402.7027,52.4602,-402.7027
32.60339,-400.54054,102.60339,-400.54054,-67.39661,-400.54054,12.60339,-400.54054,52.60339,-400.54054
32.74573,-398.37838,102.74573,-398.37838,-67.25427,-398.37838,12.74573,-398.37838,52.74573,-398.37838
32.88719,-396.21622,102.88719,-396.21622,-67.11281,-396.21622,12.88719,-396.21622,52.88719,-396.21622
33.02779,-394.05405,103.02779,-394.05405,-66.97221,-394.05405,13.02779,-394.05405,53.02779,-394.05405
33.16753,-391.89189,103.16753,-391.89189,-66.83247,-391.89189,13.16753,-391.89189,53.16753,-391.89189
33.30639,-389.72973,103.30639,-389.72973,-66.69361,-389.72973,13.30639,-389.72973,53.30639,-389.72973
33.4444,-387.56757,103.4444,-387.56757,-66.5556,-387.56757,13.4444,-387.56757,53.4444,-387.56757
33.58153,-385.40541,103.58153,-385.40541,-66.41847,-385.40541,13.58153,-385.40541,53.58153,-385.40541
33.71781,-383.24324,103.71781,-383.24324,-66.28219,-383.24324,13.71781,-383.24324,53.71781,-383.24324
33.85321,-381.08108,103.85321,-381.08108,-66.14679,-381.08108,13.85321,-381.08108,53.85321,-381.08108
33.98775,-378.91892,103.98775,-378.91892,-66.01225,-378.91892,13.98775,-378.91892,53.98775,-378.91892
34.12143,-376.75676,104.12143,-376.75676,-65.87857,-376.75676,14.12143,-376.75676,54.12143,-376.75676
34.25424,-374.59459,104.25424,-374.59459,-65.74576,-374.59459,14.25424,-374.59459,54.25424,-374.59459
34.38618,-372.43243,104.38618,-372.43243,-65.61382,-372.43243,14.38618,-372.43243,54.38618,-372.43243
34.51726,-370.27027,104.51726,-370.27027,-65.48274,-370.27027,14.51726,-370.27027,54.51726,-370.27027
34.64747,-368.10811,104.64747,-368.10811,-65.35253,-368.10811,14.64747,-368.10811,54.64747,-368.10811
34.77681,-365.94595,104.77681,-365.94595,-65.22319,-365.94595,14.77681,-365.94595,54.77681,-365.94595
34.90529,-363.78378,104.90529,-363.78378,-65.09471,-363.78378,14.90529,-363.78378,54.90529,-363.78378
35.03291,-361.62162,105.03291,-361.62162,-64.96709,-361.62162,15.03291,-361.62162,55.03291,-361.62162
35.15966,-359.45946,105.15966,-359.45946,-64.84034,-359.45946,15.15966,-359.45946,55.15966,-359.45946
35.28554,-357.2973,105.28554,-357.2973,-64.71446,-357.2973,15.28554,-357.2973,55.28554,-357.2973
35.41056,-355.13514,105.41056,-355.13514,-64.58944,-355.13514,15.41056,-355.13514,55.41056,-355.13514
35.53471,-352.97297,105.53471,-352.97297,-64.46529,-352.97297,15.53471,-352.97297,55.53471,-352.97297
35.658,-350.81081,105.658,-350.81081,-64.342,-350.81081,15.658,-350.81081,55.658,-350.81081
35.78042,-348.64865,105.78042,-348.64865,-64.21958,-348.64865,15.78042,-348.64865,55.78042,-348.64865
35.90198,-346.48649,105.90198,-346.48649,-64.09802,-346.48649,15.90198,-346.48649,55.90198,-346.48649
36.02267,-344.32432,106.02267,-344.32432,-63.97733,-344.32432,16.02267,-344.32432,56.02267,-344.32432
36.14249,-342.16216,106.14249,-342.16216,-63.85751,-342.16216,16.14249,-342.16216,56.14249,-342.16216
36.26145,-340,106.26145,-340,-63.73855,-340,16.26145,-340,56.26145,-340
36.37954,-337.83784,106.37954,-337.83784,-63.62046,-337.83784,16.37954,-337.83784,56.37954,-337.83784
36.49677,-335.67568,106.49677,-335.67568,-63.50323,-335.67568,16.49677,-335.67568,56.49677,-335.67568
36.61313,-333.51351,106.61313,-333.51351,-63.38687,-333.51351,16.61313,-333.51351,56.61313,-333.51351
36.72862,-331.35135,106.72862,-331.35135,-63.27138,-331.35135,16.72862,-331.35135,56.72862,-331.35135
36.84325,-329.18919,106.84325,-329.18919,-63.15675,-329.18919,16.84325,-329.18919,56.84325,-329.18919
36.95702,-327.02703,106.95702,-327.02703,-63.04298,-327.02703,16.95702,-327.02703,56.95702,-327.02703
37.06992,-324.86486,107.06992,-324.86486,-62.93008,-324.86486,17.06992,-324.86486,57.06992,-324.86486
37.18195,-322.7027,107.18195,-322.7027,-62.81805,-322.7027,17.18195,-322.7027,57.18195,-322.7027
37.29312,-320.54054,107.29312,-320.54054,-62.70688,-320.54054,17.29312,-320.54054,57.29312,-320.54054
37.40342,-318.37838,107.40342,-318.37838,-62.59658,-318.37838,17.40342,-318.37838,57.40342,-318.37838
37.51285,-316.21622,107.51285,-316.21622,-62.48715,-316.21622,17.51285,-316.21622,57.51285,-316.21622
37.62142,-314.05405,107.62142,-314.05405,-62.37858,-314.05405,17.62142,-314.05405,57.62142,-314.05405
37.72913,-311.89189,107.72913,-311.89189,-62.27087,-311.89189,17.72913,-311.89189,57.72913,-311.89189
37.83597,-309.72973,107.83597,-309.72973,-62.16403,-309.72973,17.83597,-309.72973,57.83597,-309.72973
37.94194,-307.56757,107.94194,-307.56757,-62.05806,-307.56757,17.94194,-307.56757,57.94194,-307.56757
38.04705,-305.40541,108.04705,-305.40541,-61.95295,-305.40541,18.04705,-305.40541,58.04705,-305.40541
38.15129,-303.24324,108.15129,-303.24324,-61.84871,-303.24324,18.15129,-303.24324,58.15129,-303.24324
38.25467,-301.08108,108.25467,-301.08108,-61.74533,-301.08108,18.25467,-301.08108,58.25467,-301.08108
38.35718,-298.91892,108.35718,-298.91892,-61.64282,-298.91892,18.35718,-298.91892,58.35718,-298.91892
38.45882,-296.75676,108.45882,-296.75676,-61.54118,-296.75676,18.45882,-296.75676,58.45882,-296.75676
38.5596,-294.59459,108.5596,-294.59459,-61.4404,-294.59459,18.5596,-294.59459,58.5596,-294.59459
38.65951,-292.43243,108.65951,-292.43243,-61.34049,-292.43243,18.65951,-292.43243,58.65951,-292.43243
38.75856,-290.27027,108.75856,-290.27027,-61.24144,-290.27027,18.75856,-290.27027,58.75856,-290.27027
38.85674,-288.10811,108.85674,-288.10811,-61.14326,-288.10811,18.85674,-288.10811,58.85674,-288.10811
38.95406,-285.94595,108.95406,-285.94595,-61.04594,-285.94595,18.95406,-285.94595,58.95406,-285.94595
39.05051,-283.78378,109.05051,-283.78378,-60.94949,-283.78378,19.05051,-283.78378,59.05051,-283.78378
39.1461,-281.62162,109.1461,-281.62162,-60.8539,-281.62162,19.1461,-281.62162,59.1461,-281.62162
39.24082,-279.45946,109.24082,-279.45946,-60.75918,-279.45946,19.24082,-279.45946,59.24082,-279.45946
39.33467,-277.2973,109.33467,-277.2973,-60.66533,-277.2973,19.33467,-277.2973,59.33467,-277.2973
39.42766,-275.13514,109.42766,-275.13514,-60.57234,-275.13514,19.42766,-275.13514,59.42766,-275.13514
39.51978,-272.97297,109.51978,-272.97297,-60.48022,-272.97297,19.51978,-272.97297,59.51978,-272.97297
39.61104,-270.81081,109.61104,-270.81081,-60.38896,-270.81081,19.61104,-270.81081,59.61104,-270.81081
39.70143,-268.64865,109.70143,-268.64865,-60.29857,-268.64865,19.70143,-268.64865,59.70143,-268.64865
39.79096,-266.48649,109.79096,-266.48649,-60.20904,-266.48649,19.79096,-266.48649,59.79096,-266.48649
39.87962,-264.32432,109.87962,-264.32432,-60.12038,-264.32432,19.87962,-264.32432,59.87962,-264.32432
39.96741,-262.16216,109.96741,-262.16216,-60.03259,-262.16216,19.96741,-262.16216,59.96741,-262.16216
40.05434,-260,110.05434,-260,-59.94566,-260,20.05434,-260,60.05434,-260
40.1404,-257.83784,110.1404,-257.83784,-59.8596,-257.83784,20.1404,-257.83784,60.1404,-257.83784
40.2256,-255.67568,110.2256,-255.67568,-59.7744,-255.67568,20.2256,-255.67568,60.2256,-255.67568
40.30993,-253.51351,110.30993,-253.51351,-59.69007,-253.51351,20.30993,-253.51351,60.30993,-253.51351
40.3934,-251.35135,110.3934,-251.35135,-59.6066,-251.35135,20.3934,-251.35135,60.3934,-251.35135
40.476,-249.18919,110.476,-249.18919,-59.524,-249.18919,20.476,-249.18919,60.476,-249.18919
40.55773,-247.02703,110.55773,-247.02703,-59.44227,-247.02703,20.55773,-247.02703,60.55773,-247.02703
40.6386,-244.86486,110.6386,-244.86486,-59.3614,-244.86486,20.6386,-244.86486,60.6386,-244.86486
40.7186,-242.7027,110.7186,-242.7027,-59.2814,-242.7027,20.7186,-242.7027,60.7186,-242.7027
40.79774,-240.54054,110.79774,-240.54054,-59.20226,-240.54054,20.79774,-240.54054,60.79774,-240.54054
40.87601,-238.37838,110.87601,-238.37838,-59.12399,-238.37838,20.87601,-238.37838,60.87601,-238.37838
40.95342,-236.21622,110.95342,-236.21622,-59.04658,-236.21622,20.95342,-236.21622,60.95342,-236.21622
41.02996,-234.05405,111.02996,-234.05405,-58.97004,-234.05405,21.02996,-234.05405,61.02996,-234.05405
41.10563,-231.89189,111.10563,-231.89189,-58.89437,-231.89189,21.10563,-231.89189,61.10563,-231.89189
41.18044,-229.72973,111.18044,-229.72973,-58.81956,-229.72973,21.18044,-229.72973,61.18044,-229.72973
41.25439,-227.56757,111.25439,-227.56757,-58.74561,-227.56757,21.25439,-227.56757,61.25439,-227.56757
41.32746,-225.40541,111.32746,-225.40541,-58.67254,-225.40541,21.32746,-225.40541,61.32746,-225.40541
41.39968,-223.24324,111.39968,-223.24324,-58.60032,-223.24324,21.39968,-223.24324,61.39968,-223.24324
41.47102,-221.08108,111.47102,-221.08108,-58.52898,-221.08108,21.47102,-221.08108,61.47102,-221.08108
41.5415,-218.91892,111.5415,-218.91892,-58.4585,-218.91892,21.5415,-218.91892,61.5415,-218.91892
41.61112,-216.75676,111.61112,-216.75676,-58.38888,-216.75676,21.61112,-216.75676,61.61112,-216.75676
41.67987,-214.59459,111.67987,-214.59459,-58.32013,-214.59459,21.67987,-214.59459,61.67987,-214.59459
41.74775,-212.43243,111.74775,-212.43243,-58.25225,-212.43243,21.74775,-212.43243,61.74775,-212.43243
41.81477,-210.27027,111.81477,-210.27027,-58.18523,-210.27027,21.81477,-210.27027,61.81477,-210.27027
41.88092,-208.10811,111.88092,-208.10811,-58.11908,-208.10811,21.88092,-208.10811,61.88092,-208.10811
41.94621,-205.94595,111.94621,-205.94595,-58.05379,-205.94595,21.94621,-205.94595,61.94621,-205.94595
42.01063,-203.78378,112.01063,-203.78378,-57.98937,-203.78378,22.01063,-203.78378,62.01063,-203.78378
42.07419,-201.62162,112.07419,-201.62162,-57.92581,-201.62162,22.07419,-201.62162,62.07419,-201.62162
42.13688,-199.45946,112.13688,-199.45946,-57.86312,-199.45946,22.13688,-199.45946,62.13688,-199.45946
42.1987,-197.2973,112.1987,-197.2973,-57.8013,-197.2973,22.1987,-197.2973,62.1987,-197.2973
42.25966,-195.13514,112.25966,-195.13514,-57.74034,-195.13514,22.25966,-195.13514,62.25966,-195.13514
42.31975,-192.97297,112.31975,-192.97297,-57.68025,-192.97297,22.31975,-192.97297,62.31975,-192.97297
42.37898,-190.81081,112.37898,-190.81081,-57.62102,-190.81081,22.37898,-190.81081,62.37898,-190.81081
42.43734,-188.64865,112.43734,-188.64865,-57.56266,-188.64865,22.43734,-188.64865,62.43734,-188.64865
42.49484,-186.48649,112.49484,-186.48649,-57.50516,-186.48649,22.49484,-186.48649,62.49484,-186.48649
42.55147,-184.32432,112.55147,-184.32432,-57.44853,-184.32432,22.55147,-184.32432,62.55147,-184.32432
42.60723,-182.16216,112.60723,-182.16216,-57.39277,-182.16216,22.60723,-182.16216,62.60723,-182.16216
42.66213,-180,112.66213,-180,-57.33787,-180,22.66213,-180,62.66213,-180
42.71616,-177.83784,112.71616,-177.83784,-57.28384,-177.83784,22.71616,-177.83784,62.71616,-177.83784
42.76933,-175.67568,112.76933,-175.67568,-57.23067,-175.67568,22.76933,-175.67568,62.76933,-175.67568
42.82163,-173.51351,112.82163,-173.51351,-57.17837,-173.51351,22.82163,-173.51351,62.82163,-173.51351
42.87307,-171.35135,112.87307,-171.35135,-57.12693,-171.35135,22.87307,-171.35135,62.87307,-171.35135
42.92364,-169.18919,112.92364,-169.18919,-57.07636,-169.18919,22.92364,-169.18919,62.92364,-169.18919
42.97334,-167.02703,112.97334,-167.02703,-57.02666,-167.02703,22.97334,-167.02703,62.97334,-167.02703
43.02218,-164.86486,113.02218,-164.86486,-56.97782,-164.86486,23.02218,-164.86486,63.02218,-164.86486
43.07016,-162.7027,113.07016,-162.7027,-56.92984,-162.7027,23.07016,-162.7027,63.07016,-162.7027
43.11726,-160.54054,113.11726,-160.54054,-56.88274,-160.54054,23.11726,-160.54054,63.11726,-160.54054
43.16351,-158.37838,113.16351,-158.37838,-56.83649,-158.37838,23.16351,-158.37838,63.16351,-158.37838
43.20888,-156.21622,113.20888,-156.21622,-56.79112,-156.21622,23.20888,-156.21622,63.20888,-156.21622
43.25339,-154.05405,113.25339,-154.05405,-56.74661,-154.05405,23.25339,-154.05405,63.25339,-154.05405
43.29704,-151.89189,113.29704,-151.89189,-56.70296,-151.89189,23.29704,-151.89189,63.29704,-151.89189
43.33982,-149.72973,113.33982,-149.72973,-56.66018,-149.72973,23.33982,-149.72973,63.33982,-149.72973
43.38173,-147.56757,113.38173,-147.56757,-56.61827,-147.56757,23.38173,-147.56757,63.38173,-147.56757
43.42278,-145.40541,113.42278,-145.40541,-56.57722,-145.40541,23.42278,-145.40541,63.42278,-145.40541
43.46296,-143.24324,113.46296,-143.24324,-56.53704,-143.24324,23.46296,-143.24324,63.46296,-143.24324
43.50228,-141.08108,113.50228,-141.08108,-56.49772,-141.08108,23.50228,-141.08108,63.50228,-141.08108
43.54073,-138.91892,113.54073,-138.91892,-56.45927,-138.91892,23.54073,-138.91892,63.54073,-138.91892
43.57832,-136.75676,113.57832,-136.75676,-56.42168,-136.75676,23.57832,-136.75676,63.57832,-136.75676
43.61504,-134.59459,113.61504,-134.59459,-56.38496,-134.59459,23.61504,-134.59459,63.61504,-134.59459
43.65089,-132.43243,113.65089,-132.43243,-56.34911,-132.43243,23.65089,-132.43243,63.65089,-132.43243
43.68588,-130.27027,113.68588,-130.27027,-56.31412,-130.27027,23.68588,-130.27027,63.68588,-130.27027
43.72,-128.10811,113.72,-128.10811,-56.28,-128.10811,23.72,-128.10811,63.72,-128.10811
43.75326,-125.94595,113.75326,-125.94595,-56.24674,-125.94595,23.75326,-125.94595,63.75326,-125.94595
43.78565,-123.78378,113.78565,-123.78378,-56.21435,-123.78378,23.78565,-123.78378,63.78565,-123.78378
43.81718,-121.62162,113.81718,-121.62162,-56.18282,-121.62162,23.81718,-121.62162,63.81718,-121.62162
43.84784,-119.45946,113.84784,-119.45946,-56.15216,-119.45946,23.84784,-119.45946,63.84784,-119.45946
43.87763,-117.2973,113.87763,-117.2973,-56.12237,-117.2973,23.87763,-117.2973,63.87763,-117.2973
43.90656,-115.13514,113.90656,-115.13514,-56.09344,-115.13514,23.90656,-115.13514,63.90656,-115.13514
43.93462,-112.97297,113.93462,-112.97297,-56.06538,-112.97297,23.93462,-112.97297,63.93462,-112.97297
43.96182,-110.81081,113.96182,-110.81081,-56.03818,-110.81081,23.96182,-110.81081,63.96182,-110.81081
43.98815,-108.64865,113.98815,-108.64865,-56.01185,-108.64865,23.98815,-108.64865,63.98815,-108.64865
44.01362,-106.48649,114.01362,-106.48649,-55.98638,-106.48649,24.01362,-106.48649,64.01362,-106.48649
44.03822,-104.32432,114.03822,-104.32432,-55.96178,-104.32432,24.03822,-104.32432,64.03822,-104.32432
44.06195,-102.16216,114.06195,-102.16216,-55.93805,-102.16216,24.06195,-102.16216,64.06195,-102.16216
44.08482,-100,114.08482,-100,-55.91518,-100,24.08482,-100,64.08482,-100
44.10683,-97.83784,114.10683,-97.83784,-55.89317,-97.83784,24.10683,-97.83784,64.10683,-97.83784
44.12796,-95.67568,114.12796,-95.67568,-55.87204,-95.67568,24.12796,-95.67568,64.12796,-95.67568
44.14824,-93.51351,114.14824,-93.51351,-55.85176,-93.51351,24.14824,-93.51351,64.14824,-93.51351
44.16764,-91.35135,114.16764,-91.35135,-55.83236,-91.35135,24.16764,-91.35135,64.16764,-91.35135
44.18618,-89.18919,114.18618,-89.18919,-55.81382,-89.18919,24.18618,-89.18919,64.18618,-89.18919
44.20386,-87.02703,114.20386,-87.02703,-55.79614,-87.02703,24.20386,-87.02703,64.20386,-87.02703
44.22067,-84.86486,114.22067,-84.86486,-55.77933,-84.86486,24.22067,-84.86486,64.22067,-84.86486
44.23661,-82.7027,114.23661,-82.7027,-55.76339,-82.7027,24.23661,-82.7027,64.23661,-82.7027
44.25169,-80.54054,114.25169,-80.54054,-55.74831,-80.54054,24.25169,-80.54054,64.25169,-80.54054
44.2659,-78.37838,114.2659,-78.37838,-55.7341,-78.37838,24.2659,-78.37838,64.2659,-78.37838
44.27925,-76.21622,114.27925,-76.21622,-55.72075,-76.21622,24.27925,-76.21622,64.27925,-76.21622
44.29173,-74.05405,114.29173,-74.05405,-55.70827,-74.05405,24.29173,-74.05405,64.29173,-74.05405
44.30334,-71.89189,114.30334,-71.89189,-55.69666,-71.89189,24.30334,-71.89189,64.30334,-71.89189
44.31409,-69.72973,114.31409,-69.72973,-55.68591,-69.72973,24.31409,-69.72973,64.31409,-69.72973
44.32398,-67.56757,114.32398,-67.56757,-55.67602,-67.56757,24.32398,-67.56757,64.32398,-67.56757
44.333,-65.40541,114.333,-65.40541,-55.667,-65.40541,24.333,-65.40541,64.333,-65.40541
44.34115,-63.24324,114.34115,-63.24324,-55.65885,-63.24324,24.34115,-63.24324,64.34115,-63.24324
44.34844,-61.08108,114.34844,-61.08108,-55.65156,-61.08108,24.34844,-61.08108,64.34844,-61.08108
44.35486,-58.91892,114.35486,-58.91892,-55.64514,-58.91892,24.35486,-58.91892,64.35486,-58.91892
44.36041,-56.75676,114.36041,-56.75676,-55.63959,-56.75676,24.36041,-56.75676,64.36041,-56.75676
44.3651,-54.59459,114.3651,-54.59459,-55.6349,-54.59459,24.3651,-54.59459,64.3651,-54.59459
44.36893,-52.43243,114.36893,-52.43243,-55.63107,-52.43243,24.36893,-52.43243,64.36893,-52.43243
44.37189,-50.27027,114.37189,-50.27027,-55.62811,-50.27027,24.37189,-50.27027,64.37189,-50.27027
44.37398,-48.10811,114.37398,-48.10811,-55.62602,-48.10811,24.37398,-48.10811,64.37398,-48.10811
44.37521,-45.94595,114.37521,-45.94595,-55.62479,-45.94595,24.37521,-45.94595,64.37521,-45.94595
44.37557,-43.78378,114.37557,-43.78378,-55.62443,-43.78378,24.37557,-43.78378,64.37557,-43.78378
44.37507,-41.62162,114.37507,-41.62162,-55.62493,-41.62162,24.37507,-41.62162,64.37507,-41.62162
44.3737,-39.45946,114.3737,-39.45946,-55.6263,-39.45946,24.3737,-39.45946,64.3737,-39.45946
44.37146,-37.2973,114.37146,-37.2973,-55.62854,-37.2973,24.37146,-37.2973,64.37146,-37.2973
44.36836,-35.13514,114.36836,-35.13514,-55.63164,-35.13514,24.36836,-35.13514,64.36836,-35.13514
44.36439,-32.97297,114.36439,-32.97297,-55.63561,-32.97297,24.36439,-32.97297,64.36439,-32.97297
44.35956,-30.81081,114.35956,-30.81081,-55.64044,-30.81081,24.35956,-30.81081,64.35956,-30.81081
44.35386,-28.64865,114.35386,-28.64865,-55.64614,-28.64865,24.35386,-28.64865,64.35386,-28.64865
44.3473,-26.48649,114.3473,-26.48649,-55.6527,-26.48649,24.3473,-26.48649,64.3473,-26.48649
44.33987,-24.32432,114.33987,-24.32432,-55.66013,-24.32432,24.33987,-24.32432,64.33987,-24.32432
44.33158,-22.16216,114.33158,-22.16216,-55.66842,-22.16216,24.33158,-22.16216,64.33158,-22.16216
44.32242,-20,114.32242,-20,-55.67758,-20,24.32242,-20,64.32242,-20
44.31239,-17.83784,114.31239,-17.83784,-55.68761,-17.83784,24.31239,-17.83784,64.31239,-17.83784
44.3015,-15.67568,114.3015,-15.67568,-55.6985,-15.67568,24.3015,-15.67568,64.3015,-15.67568
44.28974,-13.51351,114.28974,-13.51351,-55.71026,-13.51351,24.28974,-13.51351,64.28974,-13.51351
44.27712,-11.35135,114.27712,-11.35135,-55.72288,-11.35135,24.27712,-11.35135,64.27712,-11.35135
