Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,Signal,Angle,X,Y,X SD,Y SD,Precision (nm)
Series 1.tif: x0 y0 w128 h128,321,63,65,5197.00,0.609908,125.342,622.287,2721.53,77998.4,0.00000,63.8090,65.0630,2.08578,2.08578,30.9559
Series 1.tif: x0 y0 w128 h128,317,64,65,5221.00,0.513910,124.516,349.899,3210.19,43568.1,0.00000,64.2639,65.4302,1.78033,1.78033,35.8778
Series 1.tif: x0 y0 w128 h128,319,63,65,5354.00,0.527917,124.425,599.342,2771.75,74573.3,0.00000,63.8702,65.0142,2.18277,2.18277,33.2647
Series 1.tif: x0 y0 w128 h128,323,63,64,4271.00,0.579860,112.915,326.267,2679.58,36840.4,0.00000,63.9633,64.9318,1.70893,1.70893,37.3065
Series 1.tif: x0 y0 w128 h128,383,64,65,5393.00,0.721548,109.797,639.450,2438.60,70210.0,0.00000,64.4486,65.2664,1.86297,1.86297,28.8548
Series 1.tif: x0 y0 w128 h128,384,63,64,6553.00,0.712456,135.743,923.814,2710.78,125401,0.00000,63.9020,64.6920,2.19702,2.19702,25.5020
Series 1.tif: x0 y0 w128 h128,387,64,65,7634.00,0.521250,130.189,308.061,3452.85,40106.2,0.00000,64.2440,65.3985,1.57378,1.57378,33.0686
Series 1.tif: x0 y0 w128 h128,385,64,65,6710.00,0.679361,126.232,467.007,3367.34,58951.4,0.00000,64.3010,65.1189,1.66448,1.66448,28.4174
Series 1.tif: x0 y0 w128 h128,386,63,64,4881.00,0.601823,128.762,1506.86,2087.47,194026,0.00000,63.8490,64.9292,2.96073,2.96073,27.5648
Series 1.tif: x0 y0 w128 h128,388,63,64,6161.00,0.637489,130.439,1447.25,1906.14,188778,0.00000,63.9666,65.0247,2.91585,2.91585,27.5468
Series 1.tif: x0 y0 w128 h128,389,64,65,5829.00,0.584508,124.131,463.835,3224.55,57576.4,0.00000,64.2130,65.2678,2.00274,2.00274,34.9231
Series 1.tif: x0 y0 w128 h128,390,63,64,6197.00,0.658570,129.294,467.278,3107.21,60416.5,0.00000,63.8204,64.7850,1.71709,1.71709,29.0170
Series 1.tif: x0 y0 w128 h128,393,63,64,4646.00,0.549148,128.087,280.161,3356.50,35884.9,0.00000,64.1132,64.9922,1.58196,1.58196,35.2841
Series 1.tif: x0 y0 w128 h128,395,64,65,4643.00,0.651252,128.257,1272.96,1909.91,163267,0.00000,64.0374,65.2236,2.73546,2.73546,27.7929
Series 1.tif: x0 y0 w128 h128,400,63,64,5456.00,0.723335,129.062,266.090,3241.65,34342.1,0.00000,63.9319,64.7631,1.38492,1.38492,31.4477
Series 1.tif: x0 y0 w128 h128,397,64,65,4669.00,0.517547,127.655,915.835,2367.23,116911,0.00000,64.2541,65.1518,2.53661,2.53661,30.6765
Series 1.tif: x0 y0 w128 h128,399,62,64,4732.00,0.584757,125.184,1428.29,1718.20,178799,0.00000,63.1665,64.8115,2.88379,2.88379,27.9512
Series 1.tif: x0 y0 w128 h128,401,64,64,4058.00,0.369779,128.722,814.767,2343.12,104879,0.00000,64.4286,64.7002,2.63831,2.63831,33.9644
Series 1.tif: x0 y0 w128 h128,398,64,65,5484.00,0.508396,126.179,446.073,2937.92,56285.2,0.00000,64.5147,65.0958,2.04930,2.04930,36.3022
Series 1.tif: x0 y0 w128 h128,396,63,65,5632.00,0.671339,126.389,655.237,2602.18,82814.5,0.00000,63.6519,65.0358,2.15563,2.15563,31.0555
Series 1.tif: x0 y0 w128 h128,466,63,64,5425.00,0.465849,130.981,521.140,3199.88,68259.5,0.00000,63.8892,65.2013,2.07817,2.07817,33.2729
Series 1.tif: x0 y0 w128 h128,467,63,64,6588.00,0.526159,127.070,298.711,3545.57,37957.1,0.00000,63.5757,64.4185,1.54811,1.54811,33.4174
Series 1.tif: x0 y0 w128 h128,465,64,64,5548.00,0.476216,129.542,1192.07,2537.86,154423,0.00000,64.2363,64.9268,2.78438,2.78438,29.1956
Series 1.tif: x0 y0 w128 h128,464,64,64,5764.00,0.640929,129.971,829.800,3127.36,107850,0.00000,64.2451,64.8584,2.26141,2.26141,28.4054
Series 1.tif: x0 y0 w128 h128,463,63,64,6561.00,0.610024,128.017,1112.90,2455.05,142470,0.00000,63.8256,64.7156,2.46836,2.46836,26.8203
Series 1.tif: x0 y0 w128 h128,470,64,64,4450.00,0.631668,128.609,685.664,2822.92,88182.7,0.00000,64.1183,64.9635,2.21107,2.21107,30.8828
Series 1.tif: x0 y0 w128 h128,469,63,64,6028.00,0.660087,127.245,1440.12,1982.86,183248,0.00000,63.8637,64.8762,2.85851,2.85851,27.3620
Series 1.tif: x0 y0 w128 h128,472,64,65,5862.00,0.662824,130.791,532.912,2886.66,69700.0,0.00000,64.2183,64.9042,1.93458,1.93458,30.4793
Series 1.tif: x0 y0 w128 h128,468,64,64,4975.00,0.549178,129.877,801.174,2662.94,104054,0.00000,64.1730,64.7953,2.62325,2.62325,33.9296
Series 1.tif: x0 y0 w128 h128,473,64,65,5048.00,0.502160,123.822,391.236,3029.28,48443.4,0.00000,64.5599,64.9941,1.94486,1.94486,37.1944
Series 1.tif: x0 y0 w128 h128,471,63,64,5873.00,0.698283,128.218,847.993,2335.83,108728,0.00000,63.9768,64.4957,2.34298,2.34298,29.3310
Series 1.tif: x0 y0 w128 h128,475,63,64,6119.00,0.636925,128.951,260.473,3400.15,33588.3,0.00000,63.7655,64.5720,1.39933,1.39933,32.1703
Series 1.tif: x0 y0 w128 h128,482,64,64,6217.00,0.598664,127.698,675.849,2515.28,86304.3,0.00000,64.1326,64.3618,2.27178,2.27178,32.1398
Series 1.tif: x0 y0 w128 h128,478,64,64,5122.00,0.589641,127.467,1157.55,1911.59,147549,0.00000,64.4312,64.6511,2.76731,2.76731,29.6880
Series 1.tif: x0 y0 w128 h128,481,64,64,4174.00,0.613382,126.098,587.552,2676.25,74089.2,0.00000,64.3457,64.6744,2.22067,2.22067,34.0433
Series 1.tif: x0 y0 w128 h128,474,63,64,4733.00,0.633343,126.675,651.508,2605.17,82529.5,0.00000,63.6721,64.8978,2.30044,2.30044,33.3515
Series 1.tif: x0 y0 w128 h128,542,64,65,6370.00,0.755542,127.080,542.503,3148.60,68941.0,0.00000,64.0151,65.2209,1.91476,1.91476,30.2607
Series 1.tif: x0 y0 w128 h128,543,64,64,6113.00,0.640676,128.528,925.013,2636.01,118890,0.00000,64.2773,64.8997,2.28017,2.28017,27.1806
Series 1.tif: x0 y0 w128 h128,545,63,64,4745.00,0.560277,125.414,466.292,3274.52,58479.6,0.00000,63.7922,64.5071,1.92036,1.92036,33.1421
Series 1.tif: x0 y0 w128 h128,546,63,65,5354.00,0.679694,127.602,672.089,2786.34,85759.9,0.00000,63.9804,65.2950,2.17699,2.17699,30.8190
Series 1.tif: x0 y0 w128 h128,549,63,64,7539.00,0.650269,126.976,498.944,3012.41,63353.8,0.00000,63.8778,64.2597,1.81796,1.81796,29.9867
Series 1.tif: x0 y0 w128 h128,553,63,64,4118.00,0.562566,128.577,382.957,3116.26,49239.3,0.00000,63.5567,65.0110,1.80535,1.80535,34.1600
Series 1.tif: x0 y0 w128 h128,548,63,65,5004.00,0.639365,129.476,969.091,2604.54,125474,0.00000,64.0404,64.9761,2.55778,2.55778,29.8254
Series 1.tif: x0 y0 w128 h128,550,64,64,6204.00,0.651354,128.472,458.047,3056.22,58846.4,0.00000,64.0805,64.8710,1.88578,1.88578,32.4659
Series 1.tif: x0 y0 w128 h128,544,63,64,6717.00,0.593301,127.813,971.505,2748.95,124171,0.00000,63.8746,64.7071,2.51985,2.51985,29.4932
Series 1.tif: x0 y0 w128 h128,554,64,64,5133.00,0.718676,127.649,1059.24,1952.00,135211,0.00000,64.3969,64.7745,2.50017,2.50017,27.9451
Series 1.tif: x0 y0 w128 h128,551,63,65,5568.00,0.603676,125.945,693.786,2872.56,87379.2,0.00000,63.9240,65.0781,2.23371,2.23371,31.3210
Series 1.tif: x0 y0 w128 h128,559,63,64,4906.00,0.557075,123.714,417.818,3019.93,51689.8,0.00000,64.0190,64.6993,1.96571,1.96571,36.3020
Series 1.tif: x0 y0 w128 h128,558,64,64,6217.00,0.509412,127.767,191.192,3477.60,24427.9,0.00000,64.0438,64.6100,1.37774,1.37774,37.6570
Series 1.tif: x0 y0 w128 h128,556,64,64,4752.00,0.546060,130.344,251.499,3431.04,32781.3,0.00000,63.9590,64.8207,1.53100,1.53100,35.8796
Series 1.tif: x0 y0 w128 h128,547,63,65,5034.00,0.556970,127.425,572.403,3108.38,72938.6,0.00000,64.0027,64.8339,2.19308,2.19308,33.9103
Series 1.tif: x0 y0 w128 h128,557,64,64,5044.00,0.640771,126.310,597.727,2725.61,75498.7,0.00000,64.2342,64.3271,2.07266,2.07266,31.3135
Series 1.tif: x0 y0 w128 h128,622,63,64,6007.00,0.611802,136.325,523.469,3416.17,71362.1,0.00000,63.9118,64.9251,2.06350,2.06350,32.3491
Series 1.tif: x0 y0 w128 h128,623,63,64,6177.00,0.667783,127.671,494.706,3245.53,63159.4,0.00000,63.5806,64.9181,1.84311,1.84311,30.4852
Series 1.tif: x0 y0 w128 h128,621,63,64,6662.00,0.632902,132.438,897.647,2833.00,118883,0.00000,63.7746,64.7642,2.34524,2.34524,28.0541
Series 1.tif: x0 y0 w128 h128,625,63,64,6414.00,0.654393,128.798,595.470,3004.92,76695.3,0.00000,63.9761,65.0269,1.90106,1.90106,28.3930
Series 1.tif: x0 y0 w128 h128,627,64,65,6214.00,0.654591,128.962,482.468,3002.91,62220.2,0.00000,64.2860,65.1211,1.87886,1.87886,31.3868
Series 1.tif: x0 y0 w128 h128,624,64,64,5325.00,0.649223,129.019,230.309,3727.77,29714.4,0.00000,63.9804,64.8269,1.31786,1.31786,32.3079
Series 1.tif: x0 y0 w128 h128,624,44,50,1739.00,0.450352,129.019,18.0043,1625.13,2322.91,0.00000,43.9695,49.5111,0.232030,0.232030,31.6726
Series 1.tif: x0 y0 w128 h128,630,63,65,6019.00,0.662654,129.227,296.205,3276.97,38277.8,0.00000,63.9293,65.3510,1.44284,1.44284,30.9474
Series 1.tif: x0 y0 w128 h128,632,63,65,4885.00,0.729418,128.557,892.177,2170.82,114695,0.00000,63.9259,65.1638,2.44590,2.44590,29.8342
Series 1.tif: x0 y0 w128 h128,626,63,64,5155.00,0.481575,132.277,1036.77,2377.56,137141,0.00000,63.7567,65.0008,2.70022,2.70022,30.1697
Series 1.tif: x0 y0 w128 h128,629,64,65,4745.00,0.698210,126.757,334.990,3164.03,42462.4,0.00000,63.9308,64.9247,1.49066,1.49066,30.2261
Series 1.tif: x0 y0 w128 h128,631,64,65,4289.00,0.569701,127.948,288.083,3276.22,36859.8,0.00000,63.7658,65.1312,1.56132,1.56132,34.2846
Series 1.tif: x0 y0 w128 h128,639,63,64,5087.00,0.551117,124.853,176.706,3494.61,22062.3,0.00000,63.6732,64.8145,1.30687,1.30687,37.5829
Series 1.tif: x0 y0 w128 h128,637,64,64,6156.00,0.586549,127.664,285.445,3341.50,36441.1,0.00000,64.6744,64.8855,1.59364,1.59364,35.2504
Series 1.tif: x0 y0 w128 h128,633,64,64,4211.00,0.494226,126.803,205.216,3433.05,26022.0,0.00000,64.9981,65.0847,1.34473,1.34473,35.4183
Series 1.tif: x0 y0 w128 h128,636,64,64,5797.00,0.603703,126.917,280.921,3274.74,35653.7,0.00000,64.0486,64.6923,1.47929,1.47929,32.9599
Series 1.tif: x0 y0 w128 h128,635,64,65,5431.00,0.632578,124.480,381.970,3084.47,47547.5,0.00000,64.1852,65.0573,1.79159,1.79159,34.4328
Series 1.tif: x0 y0 w128 h128,638,63,64,5471.00,0.627926,126.821,395.551,3039.38,50164.2,0.00000,64.0525,64.8107,1.79237,1.79237,33.5137
Series 1.tif: x0 y0 w128 h128,640,63,64,3265.00,0.512117,109.267,748.409,1852.17,81776.4,0.00000,63.7153,64.2796,2.70839,2.70839,39.4243
Series 1.tif: x0 y0 w128 h128,699,64,65,4536.00,0.705438,100.579,573.296,2234.84,57661.5,0.00000,64.1132,65.3985,1.91427,1.91427,32.7645
Series 1.tif: x0 y0 w128 h128,700,63,64,5894.00,0.710368,130.380,1748.90,1735.03,228021,0.00000,63.5944,64.9506,2.68340,2.68340,22.8542
Series 1.tif: x0 y0 w128 h128,703,64,65,8246.00,0.676857,126.658,574.437,3217.71,72757.1,0.00000,64.2705,65.1062,1.84077,1.84077,28.2061
Series 1.tif: x0 y0 w128 h128,702,63,64,6156.00,0.717147,133.419,701.535,3069.45,93598.4,0.00000,63.9356,65.0449,2.15466,2.15466,29.1819
Series 1.tif: x0 y0 w128 h128,707,63,65,4925.00,0.558340,127.737,1042.84,2371.16,133210,0.00000,63.7362,64.7570,2.64176,2.64176,29.8592
Series 1.tif: x0 y0 w128 h128,705,64,65,4854.00,0.602149,127.814,1042.57,2427.14,133255,0.00000,64.2646,65.1984,2.58305,2.58305,29.1522
Series 1.tif: x0 y0 w128 h128,709,64,65,6058.00,0.736595,127.871,1249.25,2002.59,159743,0.00000,64.2430,64.9811,2.61330,2.61330,26.7932
Series 1.tif: x0 y0 w128 h128,701,64,64,6245.00,0.660849,126.498,720.965,3058.36,91200.3,0.00000,64.2020,64.7907,2.17966,2.17966,29.8351
Series 1.tif: x0 y0 w128 h128,716,63,64,6289.00,0.587724,129.908,411.264,3027.39,53426.3,0.00000,63.9291,64.6494,1.77260,1.77260,32.0737
Series 1.tif: x0 y0 w128 h128,704,64,64,5682.00,0.648927,132.006,437.200,3208.88,57713.0,0.00000,64.2626,64.8787,1.77279,1.77279,30.8040
Series 1.tif: x0 y0 w128 h128,714,63,65,4277.00,0.553685,123.690,670.193,2496.55,82896.0,0.00000,63.9664,65.3313,2.37955,2.37955,34.4269
Series 1.tif: x0 y0 w128 h128,715,63,64,4884.00,0.483768,127.186,404.024,3011.45,51386.4,0.00000,63.8593,64.0974,2.00166,2.00166,37.2450
Series 1.tif: x0 y0 w128 h128,718,63,64,5446.00,0.676135,128.384,312.921,3132.10,40174.0,0.00000,64.0987,64.8439,1.57206,1.57206,32.9586
Series 1.tif: x0 y0 w128 h128,717,64,64,4214.00,0.483368,121.858,1039.02,2277.71,126613,0.00000,63.9697,64.8915,2.88805,2.88805,33.6269
Series 1.tif: x0 y0 w128 h128,710,63,65,5823.00,0.751710,129.570,594.149,2875.61,76983.9,0.00000,63.8026,64.8520,2.00534,2.00534,29.9832
Series 1.tif: x0 y0 w128 h128,778,63,64,3739.00,0.638604,103.648,537.675,1976.10,55728.8,0.00000,63.6892,64.9353,1.96016,1.96016,34.2572
Series 1.tif: x0 y0 w128 h128,781,63,64,5759.00,0.608079,128.452,1293.15,2474.08,166107,0.00000,63.7296,64.7316,2.81437,2.81437,28.3806
Series 1.tif: x0 y0 w128 h128,779,63,64,6725.00,0.780750,128.150,402.674,3604.24,51602.5,0.00000,63.8391,64.5107,1.57193,1.57193,28.7871
Series 1.tif: x0 y0 w128 h128,780,63,64,5990.00,0.671017,129.416,1190.50,2355.68,154069,0.00000,63.8588,64.7404,2.60502,2.60502,27.2431
Series 1.tif: x0 y0 w128 h128,783,64,64,6641.00,0.720246,128.652,531.393,3053.86,68364.9,0.00000,64.3044,64.7555,1.86976,1.86976,29.6748
Series 1.tif: x0 y0 w128 h128,787,63,64,4778.00,0.475456,129.231,815.183,2572.41,105347,0.00000,64.0438,64.9037,2.58273,2.58273,33.1246
Series 1.tif: x0 y0 w128 h128,784,63,64,5548.00,0.661057,126.845,778.826,2800.09,98790.4,0.00000,63.8293,64.9041,2.28314,2.28314,30.0225
Series 1.tif: x0 y0 w128 h128,786,64,64,6179.00,0.652676,129.984,381.496,3356.27,49588.4,0.00000,64.1648,64.7533,1.73725,1.73725,32.6975
Series 1.tif: x0 y0 w128 h128,790,63,64,5180.00,0.630352,129.610,615.636,2820.28,79792.7,0.00000,63.8076,64.8122,2.15447,2.15447,31.7329
Series 1.tif: x0 y0 w128 h128,794,64,64,5372.00,0.726263,125.978,704.477,2589.20,88748.3,0.00000,63.9645,64.8562,2.12840,2.12840,29.5160
Series 1.tif: x0 y0 w128 h128,789,63,64,5954.00,0.600916,124.063,296.868,3353.87,36830.2,0.00000,64.0145,64.8258,1.61684,1.61684,35.4898
Series 1.tif: x0 y0 w128 h128,793,63,65,4451.00,0.676534,125.860,1018.08,2059.04,128135,0.00000,63.4890,65.2645,2.44855,2.44855,28.1070
Series 1.tif: x0 y0 w128 h128,788,64,64,5614.00,0.550914,126.462,554.171,2894.63,70081.8,0.00000,64.2186,64.5380,2.19064,2.19064,34.5930
Series 1.tif: x0 y0 w128 h128,796,64,64,5547.00,0.579349,127.762,369.884,3062.42,47257.3,0.00000,63.9502,64.5843,1.79144,1.79144,34.6291
Series 1.tif: x0 y0 w128 h128,859,64,64,6088.00,0.662380,130.456,530.384,3506.62,69191.9,0.00000,63.9065,64.4766,1.83051,1.83051,28.8652
Series 1.tif: x0 y0 w128 h128,857,63,64,5414.00,0.490767,128.711,785.539,3080.50,101107,0.00000,64.1036,65.1280,2.39785,2.39785,31.2694
Series 1.tif: x0 y0 w128 h128,866,64,65,5034.00,0.571135,132.085,1122.04,2181.48,148206,0.00000,64.3452,65.1450,2.74100,2.74100,29.3963
Series 1.tif: x0 y0 w128 h128,861,64,64,5244.00,0.637065,126.164,464.712,3179.81,58629.8,0.00000,64.3805,64.7374,1.97934,1.97934,34.1981
Series 1.tif: x0 y0 w128 h128,862,64,64,5673.00,0.609628,132.144,606.412,2885.17,80133.5,0.00000,64.0339,64.4897,2.15027,2.15027,31.6462
Series 1.tif: x0 y0 w128 h128,872,64,64,4348.00,0.553733,126.435,720.134,2406.39,91050.0,0.00000,64.2337,64.7654,2.42950,2.42950,33.5153
Series 1.tif: x0 y0 w128 h128,871,63,64,6007.00,0.620679,126.995,668.372,2707.54,84880.2,0.00000,63.8584,64.9070,2.10959,2.10959,29.9661
