Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,Signal,Angle,X,Y,X SD,Y SD,Precision (nm)
Series 1.tif: x0 y0 w128 h128,153,65,64,4707.00,0.485308,129.135,644.233,3093.92,83193.3,0.00000,64.8327,64.6403,2.46196,2.46196,35.7951
Series 1.tif: x0 y0 w128 h128,149,64,64,5828.00,0.608054,132.910,610.588,3138.11,81153.0,0.00000,64.8625,64.7133,2.09257,2.09257,30.5474
Series 1.tif: x0 y0 w128 h128,154,65,64,5577.00,0.648716,132.451,348.892,3344.88,46211.2,0.00000,65.2610,64.9985,1.68936,1.68936,33.0444
Series 1.tif: x0 y0 w128 h128,218,64,64,7424.00,0.659723,138.172,799.943,3421.83,110530,0.00000,64.0480,64.7529,2.06934,2.06934,25.6489
Series 1.tif: x0 y0 w128 h128,223,64,64,5363.00,0.749549,129.323,803.086,2942.67,103857,0.00000,63.9025,64.5492,2.11800,2.11800,27.0490
Series 1.tif: x0 y0 w128 h128,222,63,64,6524.00,0.608720,137.080,997.648,2613.98,136757,0.00000,63.6461,64.9593,2.47242,2.47242,27.5871
Series 1.tif: x0 y0 w128 h128,221,64,64,6602.00,0.691390,134.120,728.199,2958.21,97666.0,0.00000,64.1575,64.6759,2.11240,2.11240,27.9432
Series 1.tif: x0 y0 w128 h128,226,64,65,5884.00,0.697217,134.297,990.192,2654.80,132980,0.00000,64.0770,64.9364,2.72146,2.72146,30.9752
Series 1.tif: x0 y0 w128 h128,225,63,65,6519.00,0.768617,130.064,495.384,3246.07,64431.6,0.00000,63.8136,65.1561,1.72027,1.72027,28.1003
Series 1.tif: x0 y0 w128 h128,229,64,64,6586.00,0.729553,133.999,708.572,2930.48,94947.9,0.00000,64.3399,64.6451,2.04896,2.04896,27.4724
Series 1.tif: x0 y0 w128 h128,231,63,64,5981.00,0.638172,130.995,990.552,2678.10,129757,0.00000,63.8162,64.7845,2.47311,2.47311,28.2908
Series 1.tif: x0 y0 w128 h128,220,64,64,6432.00,0.600269,134.866,444.207,3848.06,59908.5,0.00000,64.0491,64.7158,1.79533,1.79533,30.6477
Series 1.tif: x0 y0 w128 h128,230,64,65,5728.00,0.759390,132.579,515.797,3270.76,68384.0,0.00000,64.0858,64.9417,1.85956,1.85956,29.5680
Series 1.tif: x0 y0 w128 h128,234,63,64,4635.00,0.471316,133.553,403.664,3474.60,53910.6,0.00000,64.3293,64.7820,1.90907,1.90907,34.6377
Series 1.tif: x0 y0 w128 h128,235,63,64,5168.00,0.558232,131.700,736.426,2930.85,96987.4,0.00000,64.0367,64.7964,2.25441,2.25441,30.0039
Series 1.tif: x0 y0 w128 h128,237,64,64,5593.00,0.470065,122.988,333.894,3180.00,41064.9,0.00000,64.5556,64.6370,1.77675,1.77675,36.9385
Series 1.tif: x0 y0 w128 h128,299,64,64,7407.00,0.713764,134.368,513.295,3843.98,68970.6,0.00000,64.0128,64.8819,1.82439,1.82439,28.8772
Series 1.tif: x0 y0 w128 h128,300,64,64,6870.00,0.726743,136.460,1457.47,2112.61,198886,0.00000,64.3155,64.8051,2.66314,2.66314,24.4265
Series 1.tif: x0 y0 w128 h128,298,64,64,7382.00,0.765747,137.309,526.622,3841.84,72309.8,0.00000,64.1765,64.6525,1.75703,1.75703,27.1094
Series 1.tif: x0 y0 w128 h128,302,63,64,7007.00,0.717765,139.867,641.168,3125.64,89678.4,0.00000,63.8944,64.7720,2.00538,2.00538,27.7810
Series 1.tif: x0 y0 w128 h128,304,63,65,6738.00,0.757245,132.616,1691.98,1843.68,224383,0.00000,63.5575,65.0299,2.73618,2.73618,23.5391
Series 1.tif: x0 y0 w128 h128,303,64,65,5779.00,0.670506,132.516,649.749,3386.69,86102.1,0.00000,64.1973,65.1104,2.11850,2.11850,29.9672
Series 1.tif: x0 y0 w128 h128,305,63,64,6143.00,0.723990,132.056,624.955,3463.02,82528.9,0.00000,64.0403,64.9647,1.76778,1.76778,25.3623
Series 1.tif: x0 y0 w128 h128,307,63,64,7586.00,0.799320,132.276,706.110,3301.98,93401.5,0.00000,63.6872,64.6415,1.90481,1.90481,25.6617
Series 1.tif: x0 y0 w128 h128,310,64,64,7428.00,0.623014,136.001,156.495,4055.11,21283.5,0.00000,64.5534,65.0292,1.02893,1.02893,30.2037
Series 1.tif: x0 y0 w128 h128,297,64,64,7576.00,0.788911,127.825,631.557,3449.12,80728.6,0.00000,64.3940,64.9713,1.79788,1.79788,26.0612
Series 1.tif: x0 y0 w128 h128,308,64,65,7399.00,0.758473,130.836,1098.83,2433.75,143766,0.00000,64.4884,65.0104,2.41757,2.41757,26.1520
Series 1.tif: x0 y0 w128 h128,311,63,64,5281.00,0.551746,131.018,977.558,2585.66,128078,0.00000,64.1215,64.6247,2.71591,2.71591,31.4773
Series 1.tif: x0 y0 w128 h128,312,64,64,4568.00,0.517955,135.239,392.913,3301.16,53137.2,0.00000,63.8490,64.7815,1.82659,1.82659,33.3371
Series 1.tif: x0 y0 w128 h128,309,64,64,6914.00,0.743730,134.347,567.916,3526.27,76297.6,0.00000,64.2016,64.8602,1.78205,1.78205,26.6930
Series 1.tif: x0 y0 w128 h128,313,64,65,5046.00,0.467646,125.858,348.569,3381.47,43870.2,0.00000,64.0660,65.0182,1.85065,1.85065,37.3007
Series 1.tif: x0 y0 w128 h128,316,63,64,4864.00,0.593891,128.576,387.979,3150.94,49884.7,0.00000,63.5977,64.6176,1.79326,1.79326,33.6757
Series 1.tif: x0 y0 w128 h128,306,64,65,6038.00,0.701995,133.896,937.153,2771.67,125481,0.00000,64.1426,64.9504,2.31570,2.31570,26.9144
Series 1.tif: x0 y0 w128 h128,315,63,64,7619.00,0.615935,129.338,309.042,3620.92,39970.9,0.00000,63.8282,64.8639,1.46432,1.46432,30.7023
Series 1.tif: x0 y0 w128 h128,314,63,64,5200.00,0.627381,129.388,1466.22,1819.59,189712,0.00000,63.8423,64.7741,2.85658,2.85658,26.8716
Series 1.tif: x0 y0 w128 h128,378,63,64,7140.00,0.710226,135.223,482.733,3668.97,65276.8,0.00000,63.9654,64.8389,1.71425,1.71425,27.8802
Series 1.tif: x0 y0 w128 h128,376,64,65,4262.00,0.688849,101.104,1121.86,1533.26,113425,0.00000,64.4310,65.5299,2.65217,2.65217,32.1706
Series 1.tif: x0 y0 w128 h128,380,64,65,6470.00,0.705008,135.960,927.226,2680.69,126066,0.00000,64.1078,64.9844,2.23176,2.23176,25.8539
Series 1.tif: x0 y0 w128 h128,381,64,64,7188.00,0.722277,129.089,486.749,3522.12,62833.8,0.00000,64.2432,64.8963,1.57130,1.57130,25.9238
Series 1.tif: x0 y0 w128 h128,377,64,64,7619.00,0.787452,133.558,617.873,3689.02,82522.2,0.00000,64.0291,64.7392,1.70186,1.70186,24.4063
Series 1.tif: x0 y0 w128 h128,382,63,64,6680.00,0.746459,132.965,429.666,3446.92,57130.6,0.00000,63.9846,65.0146,1.67869,1.67869,29.2652
Series 1.tif: x0 y0 w128 h128,383,64,65,6981.00,0.736036,127.254,711.176,3130.10,90500.2,0.00000,64.1903,65.0481,2.02842,2.02842,27.7922
Series 1.tif: x0 y0 w128 h128,379,63,65,6796.00,0.791660,132.785,516.340,3429.54,68562.0,0.00000,64.0809,65.0659,1.73006,1.73006,27.3825
Series 1.tif: x0 y0 w128 h128,388,63,64,6796.00,0.571668,134.499,1133.39,2584.20,152439,0.00000,64.1246,64.9045,2.65144,2.65144,27.9883
Series 1.tif: x0 y0 w128 h128,384,64,65,5543.00,0.649980,132.225,832.819,2779.70,110119,0.00000,63.9829,64.9956,2.31876,2.31876,28.8784
Series 1.tif: x0 y0 w128 h128,390,64,64,6181.00,0.595270,132.491,413.261,3432.33,54753.3,0.00000,64.3785,64.9471,1.78294,1.78294,31.8991
Series 1.tif: x0 y0 w128 h128,386,64,65,5565.00,0.688722,134.077,508.154,3369.37,68132.0,0.00000,64.0118,65.0368,1.83055,1.83055,29.1663
Series 1.tif: x0 y0 w128 h128,391,64,64,5901.00,0.729207,128.797,1545.77,1981.25,199091,0.00000,64.1714,64.9208,2.91770,2.91770,26.7736
Series 1.tif: x0 y0 w128 h128,394,64,64,6069.00,0.669160,130.028,305.738,3501.31,39754.5,0.00000,64.0921,64.8885,1.42981,1.42981,30.0524
Series 1.tif: x0 y0 w128 h128,456,64,64,5834.00,0.609915,135.860,1469.28,2290.27,199617,0.00000,64.4193,64.6744,2.77300,2.77300,25.4281
Series 1.tif: x0 y0 w128 h128,461,64,65,5299.00,0.598061,129.691,439.556,3638.85,57006.6,0.00000,64.1100,65.0559,1.82400,1.82400,31.9105
Series 1.tif: x0 y0 w128 h128,457,64,64,6638.00,0.656612,134.724,707.164,3243.25,95272.2,0.00000,64.0139,64.4875,2.13139,2.13139,28.5961
Series 1.tif: x0 y0 w128 h128,462,64,64,7001.00,0.689543,134.211,1328.93,2070.82,178356,0.00000,64.2076,64.7856,2.55112,2.55112,24.7154
Series 1.tif: x0 y0 w128 h128,455,64,65,5908.00,0.597120,123.303,492.119,3619.47,60679.7,0.00000,64.5134,65.2282,1.82582,1.82582,30.7614
Series 1.tif: x0 y0 w128 h128,459,63,64,4317.00,0.633622,132.140,1566.20,2184.77,206958,0.00000,63.8285,64.6042,2.90706,2.90706,26.1692
Series 1.tif: x0 y0 w128 h128,458,63,64,5828.00,0.584283,139.102,479.123,3556.50,66646.8,0.00000,63.7162,64.5600,1.83688,1.83688,29.7127
Series 1.tif: x0 y0 w128 h128,460,63,64,8394.00,0.690300,136.710,810.053,2924.09,110742,0.00000,63.8646,64.8757,2.12998,2.12998,26.3904
Series 1.tif: x0 y0 w128 h128,463,64,64,7687.00,0.786827,133.476,786.475,2819.17,104976,0.00000,64.3232,64.6738,2.03072,2.03072,25.7919
Series 1.tif: x0 y0 w128 h128,466,63,64,5894.00,0.599598,134.068,703.997,2765.98,94383.8,0.00000,63.8873,64.2846,2.15563,2.15563,29.0756
Series 1.tif: x0 y0 w128 h128,467,64,64,5246.00,0.588169,130.389,484.320,3185.25,63150.2,0.00000,64.1443,64.4481,1.95033,1.95033,32.4241
Series 1.tif: x0 y0 w128 h128,468,64,64,6318.00,0.750524,135.616,517.227,3138.84,70144.3,0.00000,64.1231,64.5570,1.78314,1.78314,27.9580
Series 1.tif: x0 y0 w128 h128,469,64,64,6353.00,0.655414,129.598,308.496,3583.58,39980.3,0.00000,64.1381,64.9427,1.45554,1.45554,30.5122
Series 1.tif: x0 y0 w128 h128,474,64,65,4434.00,0.590452,132.214,481.144,2900.51,63613.8,0.00000,64.1554,64.9551,1.92026,1.92026,31.8044
Series 1.tif: x0 y0 w128 h128,472,64,65,5609.00,0.560680,131.098,310.550,3389.32,40712.4,0.00000,64.1555,65.2159,1.76772,1.76772,37.1620
Series 1.tif: x0 y0 w128 h128,473,63,64,6867.00,0.687293,127.716,624.964,2851.73,79817.8,0.00000,63.9077,64.8286,2.01594,2.01594,29.5381
Series 1.tif: x0 y0 w128 h128,470,63,65,4701.00,0.523050,132.998,675.146,2786.71,89793.2,0.00000,63.9502,65.1486,2.20217,2.20217,30.5344
Series 1.tif: x0 y0 w128 h128,535,64,65,6441.00,0.622345,130.453,940.110,3144.03,122640,0.00000,64.1638,64.9987,2.23660,2.23660,26.2262
Series 1.tif: x0 y0 w128 h128,534,64,65,4101.00,0.513468,108.793,964.137,1870.60,104892,0.00000,64.4233,65.5868,2.58517,2.58517,32.7927
Series 1.tif: x0 y0 w128 h128,536,64,65,6580.00,0.711636,135.531,594.863,3424.02,80622.6,0.00000,64.0666,65.1156,2.00730,2.00730,29.3795
Series 1.tif: x0 y0 w128 h128,537,64,65,6757.00,0.717948,130.983,668.785,3192.36,87599.5,0.00000,64.1174,65.0654,1.96985,1.96985,27.4794
Series 1.tif: x0 y0 w128 h128,538,64,64,5474.00,0.592743,136.177,1372.34,2225.14,186881,0.00000,64.1529,64.5939,2.78826,2.78826,26.4936
Series 1.tif: x0 y0 w128 h128,540,63,64,6207.00,0.642955,136.785,818.691,2840.06,111985,0.00000,63.7646,64.7231,2.31940,2.31940,28.7011
Series 1.tif: x0 y0 w128 h128,542,63,65,5461.00,0.591596,134.642,1184.48,2247.82,159481,0.00000,64.1195,64.9490,2.71289,2.71289,27.9926
Series 1.tif: x0 y0 w128 h128,539,63,64,6773.00,0.608539,133.601,1013.26,2615.04,135372,0.00000,63.9403,64.9794,2.47855,2.47855,27.7593
Series 1.tif: x0 y0 w128 h128,543,63,64,4490.00,0.677254,130.551,477.094,3240.54,62285.3,0.00000,63.5718,64.9314,1.80593,1.80593,30.1162
Series 1.tif: x0 y0 w128 h128,544,63,65,6432.00,0.627463,132.445,636.766,2924.07,84336.4,0.00000,63.5746,65.1652,2.23335,2.23335,32.0583
Series 1.tif: x0 y0 w128 h128,545,63,64,6851.00,0.657183,130.861,708.537,2845.59,92719.8,0.00000,63.7023,64.9199,2.18967,2.18967,29.7906
Series 1.tif: x0 y0 w128 h128,549,64,64,5859.00,0.497389,128.370,619.289,3122.93,79498.1,0.00000,64.2023,64.8896,2.29311,2.29311,33.9639
Series 1.tif: x0 y0 w128 h128,546,63,64,5615.00,0.598029,134.995,1410.45,2016.21,190405,0.00000,63.9346,64.5360,2.95836,2.95836,27.9114
Series 1.tif: x0 y0 w128 h128,547,64,64,5378.00,0.642567,131.256,898.765,2628.68,117968,0.00000,64.1415,64.9505,2.38567,2.38567,28.6651
Series 1.tif: x0 y0 w128 h128,550,63,65,6591.00,0.661369,132.367,846.916,2669.32,112104,0.00000,63.9654,65.3105,2.32535,2.32535,28.6909
Series 1.tif: x0 y0 w128 h128,541,64,64,7229.00,0.659011,132.545,431.344,3366.70,57172.8,0.00000,64.0719,64.7728,1.75208,1.75208,30.5903
Series 1.tif: x0 y0 w128 h128,551,64,65,4549.00,0.569686,127.452,645.532,2831.52,82274.4,0.00000,64.0159,65.1243,2.19659,2.19659,31.8161
Series 1.tif: x0 y0 w128 h128,552,63,64,4408.00,0.425465,129.773,376.293,3287.99,48832.8,0.00000,64.2184,64.9486,1.99774,1.99774,38.3190
Series 1.tif: x0 y0 w128 h128,615,63,64,7325.00,0.743558,138.066,573.750,3636.26,79215.4,0.00000,64.1007,64.6377,1.78543,1.78543,26.2637
Series 1.tif: x0 y0 w128 h128,614,64,65,6045.00,0.708478,128.965,1220.38,2381.16,157386,0.00000,64.0792,65.2719,2.43864,2.43864,25.1340
Series 1.tif: x0 y0 w128 h128,618,64,65,6670.00,0.709448,131.826,787.967,2868.13,103875,0.00000,64.3014,65.4426,2.20601,2.20601,28.2634
Series 1.tif: x0 y0 w128 h128,620,64,65,6413.00,0.543509,135.869,665.982,2912.15,90486.1,0.00000,64.4607,64.9926,2.31818,2.31818,32.1858
Series 1.tif: x0 y0 w128 h128,619,63,64,4866.00,0.593130,131.021,645.974,3088.17,84636.3,0.00000,63.8081,64.9886,2.19141,2.19141,31.3254
Series 1.tif: x0 y0 w128 h128,623,63,64,5622.00,0.490630,128.047,361.577,3611.49,46299.0,0.00000,64.0112,64.7971,1.87750,1.87750,36.8405
Series 1.tif: x0 y0 w128 h128,621,63,64,6074.00,0.731379,135.265,487.153,3430.99,65894.9,0.00000,63.8807,64.9981,1.69858,1.69858,27.4760
Series 1.tif: x0 y0 w128 h128,622,63,64,6241.00,0.658256,134.658,1825.81,1784.76,245860,0.00000,63.9863,64.6504,2.79786,2.79786,22.9789
Series 1.tif: x0 y0 w128 h128,629,64,64,4847.00,0.609846,130.017,651.959,2739.62,84765.4,0.00000,64.4113,64.9607,2.11848,2.11848,30.1754
Series 1.tif: x0 y0 w128 h128,626,64,64,5074.00,0.579391,134.290,571.573,3059.65,76756.3,0.00000,64.1702,64.9045,2.12608,2.12608,32.0534
Series 1.tif: x0 y0 w128 h128,630,64,64,5316.00,0.572249,130.996,1235.76,2231.88,161879,0.00000,64.4868,64.7061,2.87622,2.87622,29.4893
Series 1.tif: x0 y0 w128 h128,631,64,65,5740.00,0.702840,124.186,617.926,2684.35,76737.5,0.00000,64.2292,64.9376,2.01021,2.01021,30.0170
Series 1.tif: x0 y0 w128 h128,628,64,64,5995.00,0.679079,128.875,505.134,2951.08,65099.1,0.00000,64.3103,64.7898,1.93167,1.93167,31.5377
Series 1.tif: x0 y0 w128 h128,693,64,64,7258.00,0.791107,135.374,707.015,3430.18,95711.1,0.00000,64.0864,64.9049,1.85805,1.85805,24.7222
Series 1.tif: x0 y0 w128 h128,694,64,64,7565.00,0.747118,133.470,874.493,3016.67,116718,0.00000,64.0481,64.7110,2.17660,2.17660,26.2085
Series 1.tif: x0 y0 w128 h128,696,64,64,5736.00,0.578843,133.999,969.672,2798.96,129935,0.00000,64.0391,64.6544,2.63720,2.63720,30.3210
Series 1.tif: x0 y0 w128 h128,703,64,64,4638.00,0.637845,129.346,716.372,2623.09,92659.9,0.00000,64.0851,64.9108,2.16533,2.16533,29.4249
Series 1.tif: x0 y0 w128 h128,700,64,65,4540.00,0.622062,131.689,1364.77,2092.17,179726,0.00000,64.2654,64.9538,2.92252,2.92252,28.3675
Series 1.tif: x0 y0 w128 h128,709,63,64,5671.00,0.633592,127.712,955.989,2547.87,122092,0.00000,63.7210,64.7970,2.44915,2.44915,28.8774
Series 1.tif: x0 y0 w128 h128,710,63,64,6220.00,0.574634,132.557,351.971,3393.29,46656.2,0.00000,63.5688,64.7528,1.78793,1.78793,34.9278
Series 1.tif: x0 y0 w128 h128,711,63,65,5659.00,0.630032,129.233,1557.35,1551.33,201261,0.00000,63.7872,65.0517,2.90255,2.90255,26.4801
Series 1.tif: x0 y0 w128 h128,704,64,64,4617.00,0.603564,133.772,868.204,2450.87,116142,0.00000,64.0721,64.9055,2.43757,2.43757,29.6171
Series 1.tif: x0 y0 w128 h128,705,64,64,7577.00,0.675314,131.593,320.376,3522.15,42159.3,0.00000,64.5577,64.7391,1.44696,1.44696,29.5056
Series 1.tif: x0 y0 w128 h128,773,63,64,5592.00,0.679244,134.496,709.253,3341.35,95391.9,0.00000,63.8886,64.9703,2.28434,2.28434,30.7558
Series 1.tif: x0 y0 w128 h128,772,64,65,6250.00,0.722959,124.051,320.738,3668.22,39787.8,0.00000,64.3445,65.3049,1.49126,1.49126,31.2646
Series 1.tif: x0 y0 w128 h128,774,63,64,5367.00,0.573885,132.460,1297.80,2511.64,171907,0.00000,63.8298,64.6306,2.75833,2.75833,27.3363
Series 1.tif: x0 y0 w128 h128,775,63,64,5928.00,0.617435,131.439,613.246,3290.07,80604.2,0.00000,63.7456,64.9579,2.03033,2.03033,29.6679
Series 1.tif: x0 y0 w128 h128,776,64,64,5007.00,0.636067,131.191,687.165,3009.16,90150.0,0.00000,64.2220,64.8517,2.14192,2.14192,29.5532
Series 1.tif: x0 y0 w128 h128,779,63,64,4881.00,0.623100,130.794,327.233,3564.29,42800.1,0.00000,63.9419,65.0722,1.64536,1.64536,33.4678
Series 1.tif: x0 y0 w128 h128,778,63,64,5288.00,0.629598,133.016,563.296,3215.92,74927.6,0.00000,63.8096,64.9082,2.00023,2.00023,30.4061
Series 1.tif: x0 y0 w128 h128,781,63,64,4968.00,0.509986,128.476,383.857,3303.55,49316.4,0.00000,63.7675,64.6364,1.85089,1.85089,35.0501
Series 1.tif: x0 y0 w128 h128,782,64,64,5201.00,0.728061,130.081,678.778,2815.76,88296.4,0.00000,64.0937,64.8262,2.21787,2.21787,30.9907
Series 1.tif: x0 y0 w128 h128,783,64,64,4754.00,0.636448,129.885,423.734,3286.74,55036.8,0.00000,63.9514,64.5854,1.78110,1.78110,31.7204
Series 1.tif: x0 y0 w128 h128,784,63,64,4541.00,0.649139,132.365,1420.65,2083.64,188045,0.00000,64.3633,64.8800,2.87904,2.87904,27.2627
Series 1.tif: x0 y0 w128 h128,785,64,64,6798.00,0.492205,133.560,1188.48,2389.26,158734,0.00000,64.5111,64.9059,2.79552,2.79552,28.9553
Series 1.tif: x0 y0 w128 h128,777,63,64,6970.00,0.602671,133.505,1487.57,2182.39,198598,0.00000,63.6705,64.7817,2.89745,2.89745,26.6744
Series 1.tif: x0 y0 w128 h128,780,64,65,5535.00,0.688528,130.198,695.214,2810.46,90515.4,0.00000,64.2057,64.9931,2.11245,2.11245,29.0444
Series 1.tif: x0 y0 w128 h128,786,63,64,5334.00,0.575901,129.479,1374.00,1973.85,177904,0.00000,63.9253,64.9177,2.91571,2.91571,28.4181
Series 1.tif: x0 y0 w128 h128,789,64,64,5331.00,0.608745,129.248,332.405,3247.50,42962.6,0.00000,64.1034,64.8819,1.65344,1.65344,33.5352
Series 1.tif: x0 y0 w128 h128,787,64,64,4591.00,0.659784,126.528,524.698,2995.45,66389.2,0.00000,63.9578,64.8704,1.92788,1.92788,31.0941
Series 1.tif: x0 y0 w128 h128,791,47,60,2243.00,0.584191,126.993,22.2505,1746.09,2825.65,0.00000,47.9362,59.9479,0.350599,0.350599,35.5037
Series 1.tif: x0 y0 w128 h128,853,63,65,5432.00,0.759591,130.477,1258.31,2288.45,164181,0.00000,63.9543,65.4420,2.53786,2.53786,25.6401
Series 1.tif: x0 y0 w128 h128,852,63,64,8118.00,0.754854,136.590,402.589,3688.92,54989.6,0.00000,63.8186,64.8659,1.49345,1.49345,26.5087
Series 1.tif: x0 y0 w128 h128,854,63,64,7267.00,0.721421,134.680,850.714,2726.18,114574,0.00000,63.7678,64.9466,2.18271,2.18271,26.5621
Series 1.tif: x0 y0 w128 h128,856,64,64,5611.00,0.550020,134.062,531.883,3191.20,71305.4,0.00000,63.8409,64.6363,2.12506,2.12506,33.3492
Series 1.tif: x0 y0 w128 h128,855,63,64,6654.00,0.705554,132.926,365.024,3773.32,48521.2,0.00000,64.1922,64.8392,1.48338,1.48338,28.0936
Series 1.tif: x0 y0 w128 h128,861,63,64,6567.00,0.555783,132.283,297.004,3580.24,39288.6,0.00000,63.5081,64.4512,1.55437,1.55437,33.0559
Series 1.tif: x0 y0 w128 h128,862,63,64,6173.00,0.756379,130.613,499.801,3212.46,65280.4,0.00000,64.0015,64.8521,1.88992,1.88992,30.8045
Series 1.tif: x0 y0 w128 h128,857,63,64,6762.00,0.635341,129.114,647.307,2928.72,83576.3,0.00000,63.8315,64.5735,2.15576,2.15576,30.9568
Series 1.tif: x0 y0 w128 h128,858,63,64,7142.00,0.613094,133.052,637.253,2925.81,84788.1,0.00000,63.9934,64.6668,2.14417,2.14417,30.6166
Series 1.tif: x0 y0 w128 h128,863,64,65,5241.00,0.566090,130.751,1020.17,2386.53,133389,0.00000,64.0682,65.0242,2.64030,2.64030,29.8729
Series 1.tif: x0 y0 w128 h128,864,63,64,5357.00,0.574495,134.121,426.254,3170.61,57169.6,0.00000,63.9944,64.8996,1.92846,1.92846,33.9175
Series 1.tif: x0 y0 w128 h128,866,63,65,4563.00,0.569019,133.793,1189.21,2080.02,159109,0.00000,63.6136,64.9161,2.76142,2.76142,28.5471
Series 1.tif: x0 y0 w128 h128,851,63,65,5420.00,0.753691,112.376,565.404,2648.10,63537.6,0.00000,63.9633,65.4135,1.83496,1.83496,29.9860
Series 1.tif: x0 y0 w128 h128,868,64,64,5607.00,0.615725,132.229,456.713,3008.42,60390.5,0.00000,64.2509,64.7974,1.83264,1.83264,31.1339
Series 1.tif: x0 y0 w128 h128,932,64,65,6446.00,0.666443,134.021,515.701,3296.23,69114.8,0.00000,64.0590,65.3510,1.94225,1.94225,30.8096
Series 1.tif: x0 y0 w128 h128,930,63,65,6585.00,0.782427,130.695,886.387,3068.49,115846,0.00000,63.9766,64.9401,2.06354,2.06354,24.8606
Series 1.tif: x0 y0 w128 h128,934,63,65,7671.00,0.614107,132.987,542.617,3232.17,72160.9,0.00000,63.8419,65.2332,1.92444,1.92444,29.7876
Series 1.tif: x0 y0 w128 h128,936,64,64,6415.00,0.598792,134.262,1284.28,2188.63,172430,0.00000,64.0648,64.8702,2.62634,2.62634,25.9409
Series 1.tif: x0 y0 w128 h128,935,63,64,7042.00,0.654981,130.897,1715.70,1840.36,224579,0.00000,63.8638,64.5832,2.88572,2.88572,24.8537
Series 1.tif: x0 y0 w128 h128,931,64,64,6557.00,0.621090,132.889,365.914,3919.92,48625.9,0.00000,63.9697,64.8885,1.55653,1.55653,29.4974
Series 1.tif: x0 y0 w128 h128,943,63,64,5169.00,0.668729,126.628,1057.18,2244.89,133868,0.00000,63.8938,64.9732,2.59038,2.59038,29.1487
Series 1.tif: x0 y0 w128 h128,937,63,64,5032.00,0.724738,133.620,1731.63,1822.48,231380,0.00000,63.7169,65.0628,2.90392,2.90392,24.6553
Series 1.tif: x0 y0 w128 h128,938,63,65,4412.00,0.572980,134.914,1299.71,2180.73,175349,0.00000,63.9721,64.7629,2.80652,2.80652,27.5836
Series 1.tif: x0 y0 w128 h128,944,64,65,5369.00,0.664710,129.514,548.715,3045.49,71066.0,0.00000,64.0221,65.0510,2.00238,2.00238,31.2563
Series 1.tif: x0 y0 w128 h128,940,63,64,4528.00,0.588678,129.611,826.919,2608.19,107178,0.00000,63.9343,64.5950,2.62097,2.62097,33.3476
Series 1.tif: x0 y0 w128 h128,945,64,64,5183.00,0.762464,127.895,1640.72,1631.88,209840,0.00000,64.2538,65.0147,2.74211,2.74211,24.3925
Series 1.tif: x0 y0 w128 h128,947,64,65,5312.00,0.500912,129.221,348.247,3175.74,45000.8,0.00000,64.1137,65.1310,1.82100,1.82100,36.2452
Series 1.tif: x0 y0 w128 h128,949,63,64,5342.00,0.677591,123.943,471.386,2987.39,58424.9,0.00000,63.8543,64.7691,1.94882,1.94882,33.6471
